review,stars,sentiment
"no sólo tuve suerte de que este producto no quemara mi casa de la piscina. pero también por suerte esto no sucedió cuando estaba de vacaciones, toda la razón por la que compré este temporizador... adivina qué es lo que obtienes por confiar en un precio justo.",1,0
"sí, lo leíste bien. sólo lo compré por el caso. rompió al día siguiente al cerrar la puerta.",1,0
"tiene un botón llamado “on”, otro llamado “auto”, y un tercero llamado “off”. y luego tiene otro botón llamado “encendido/auto/apagado”. en total, tiene siete botones, pero 10 etiquetas para ellos. eso debería decirte lo que es programar estas pequeñas cajas. trato con un montón de software y hardware tecnológico, pero estos son una pesadilla de diseño. usted pasa mucho tiempo de rodillas en la toma de corriente, entrecerrando los ojos en el pequeño texto gris lcd y presionando botones repetidamente. he vuelto a usar los temporizadores antiguos con un dial y teclas extraíbles por cada media hora.",1,0
"acabo de pasar por el proceso de configuración una segunda vez para asegurarme de que estaba haciendo todo correctamente. la hora del día y el día de la semana eran correctos. tan pronto como lo enchufé en mi lámpara se encendió, lo que no debería haber pasado por otras 3 horas. la unidad tampoco se apaga a la hora correcta. o bien permanece encendido durante horas después de la hora de cierre, o se detiene y comienza de nuevo. me aseguré de no presionar el botón “aleatorio”, así que no puedo explicar cómo mis 2 temporizadores podrían ser tan inútiles cuando hay tantas críticas positivas. tal vez si no necesitaba diferentes momentos en días diferentes, funcionaría mejor, pero es por eso que compré estos para empezar. decepcionante.",1,0
"recibí mi temporizador programable el pasado mayo y ya no funciona. ¿qué garantía tiene en el dispositivo?¡ sucedió cuando traté de cambiar el tiempo de programación! me gustó la facilidad de programación, si pudieras enviarme otro que quisiera, podría devolverte el defectuoso.",1,0
"este temporizador se ve bien. parece bien construido, pero no suena por corta duración.si lo ponemos por 5 minutos, no suena.",2,0
"el temporizador acaba de aparecer. lindo, pero no funciona. basura. muy decepcionado.",1,0
"la alarme no siempre suena, cuando suena lo hace por literal 1 seg. no tiene instrucciones en español o en ingles solo en chino y en dibujos no muy claros (hablo chino asi que supe como ajustarlo - tienes que girarlo y dejarlo correr una hora y regresarlo antes de empezar a usarlo). el tiempo que toma no es muy preciso. la la alarma suena mas o menos 1-2 min antes de que el tiempo termine.físicamente el cerdito es muy bonito, pero no sirve.regresé el producto sin problema, sin cargos extras y me hicieron un rembolso completo.",1,0
"mal producto no funciona venía suelta la alarma y nunca sonó aunque le hicimos los ajustes que describe el producto, muy caro y no funciona.",1,0
"lo desempaque, funció una vez, y no más",1,0
muy baja calidad. voy a terminar tirándolos o usándolos en una emergencia hasta que consiga mejores conectores. esta es una de esas veces que no revisé las revisiones cuidadosamente. esto no es a lo que estoy usando. calidad muy barata. lea el contenido a través de la imagen cuidadosamente para asegurarse de que se ajusta a sus necesidades. no hay desconexiones rápidas #12 awg. 18 demayo de 2020 actualización: imágenes agregadas para mostrar la diferencia entre un terminal de anillo decente y estos. este artículo está en el lado derecho en las dos imágenes.,1,0
"entonces, ¿por qué compré el conector de cable? para conectar dos cables juntos, ¿verdad? bueno, si quieres hacer eso, no te lo compres. no funciona en absoluto. entonces, después de engarzar el cable, simplemente puede separarlo con un suave tirón. el metal que utilizan es de muy baja calidad. qué desperdicio de dinero.",1,0
"buen precio, mala calidad. los aisladores se rompieron cuando me engasté. intenté un par de otros y el mismo resultado.utilizo para fabricar conectores de latón y cobre. nosotros bromeábamos sobre la calidad, pero yo los compraba a la empresa porque al final eran de buena calidad.estos son más o menos apestan. mi experiencia personal. será conseguir algunos mejores y sólo pagar el precio más alto.",1,0
"definitivamente está de acuerdo con otros revisores en que estos son baratos y se caen fácilmente después de la terminación. sin embargo, son baratos, abundantes y funcionan bien en aplicaciones no movimiento/vibración.",2,0
"basura absoluta. asegúrese de probar su engarzado tirando de la conexión, ya que tienden a aflojarse si se engarza con un tipo de herramienta de engarzado de conector aislado, aunque el conector se haya aplastado completamente alrededor del cable. descubrí que si usaba el troquel no aislado en mi herramienta de prensado y aplastaba el infierno fuera de ellos la mayoría sostenían. tiré mi set a la basura. estos conectores podrían causar muchas molestias para solucionar problemas de conexiones sueltas.",1,0
"estaba apurado y no leí las críticas... ¿qué tan complicado puede ser el conector de engarzado simple? bueno, la caja estaba rota para empezar! todo se veía bien hasta que me quité la envoltura retráctil; los dos puntos de la cara estaban rotos, lo que significa que la tapa no se queda encendida...y los conectores son de la misma calidad; los anillos son muy pequeños, olvídate de conectar a cualquier tornillo de tamaño decente. el metal no se engarza uniformemente, un lado se derrumba y el otro no se adhiere al cable... el cable se extrae fácilmente.en resumen, este conjunto es carpa china barata...!",2,0
no llego la cantidad de conectores según publicación.,1,0
no sirven para nada,1,0
el producto es de baja calidad,2,0
"desafortunadamente, no puedo apoyar las revisiones relativas a las buenas propiedades de sujeción de estas abrazaderas de tensión de resorte de ninguna manera. los conectores rápidos también deben tener una cierta calidad, este no es el caso aquí. hice una prueba con un cable 3g1.5 flexible y desafortunadamente los cables del cable se pueden sacar del terminal sin mucho esfuerzo de tracción. con una línea nym estándar, todo es aún peor, así que creo que estos terminales son bastante peligrosos y no son adecuados en el área de instalación eléctrica. estos terminales también son relativamente grandes y ocupan mucho espacio (por ejemplo, con bombillas). en realidad, incluso hay terminales de brillo que son más pequeños y de mayor calidad (ver relación precio/rendimiento) que estos.definitivamente enviaré el artículo de vuelta y no puedo recomendarlo a nadie, entonces prefiero pagar un poco más y comprar wago. dos estrellas en realidad sólo porque, como siempre, el proceso de entrega y pedido a través de amazon fue súper rápido y sencillo.",2,0
tenía 10 en uso y de ellos 3 no estaban en orden por lo que no podía conectar un cable,1,0
"si coloca una orejeta de cable compatible con vde para la misma sección transversal de un fabricante de marca en la escala de letras, entonces encontrará que este artículo de china pesa menos de la mitad. si considera cuántos semáforos deben pasar, mejor deje sus dedos de esto.",1,0
llego sin el juego de alicates,1,0
no me gusta la falta de instrucciones como abrir el transmitor para montar con tornillos o reponer la pila.,2,0
"no funcionó. después de muchos intentos, no se pudo conectar.inicié su devolución.",1,0
"ayuda a percatarse de que están tocando la puerta, cuando uno está alejado de la misma. no califique durabilidad ya que lo acabo de adquirir.",1,0
no sirve de extensor como el modelo pasado de chime,2,0
"para ponerle la batería necesitas empujarlo con un desarmador, lo rompí.luego lo instale en el portón y no se escucha cuando está montado, si lo uso en cualquier otro lado que no sea montado, funciona, pero no montado, no son ni 20m de distancia.",1,0
"el producto indica en el nombre que llega hasta 200 metros de distacia, en la descripcion asi teextualmente dice 【range de alcance inalámbrico de 280m / 918ft】, en la caja del producto indica que llega hasta 150 metros y acabo de probar el producto en linea recta sin ninguna interferencia y solo llega a 60 metros. son puras mentiras lo que ponen espero que me den una respuesta y me puedan cambiar el producto por uno que de verdad llegue a los 200 metros por lo menos como su nombre lo indica en el articulo de la pagina",1,0
"componentes y manufactura de mala calidad. no duró ni 2 meses ya que el interruptor del boton de llamada dejo de funcionar, sin contar con un mal armado del mismo. dentro de lo malo, pude repararlo cambiando el interruptor porque cuento con herramienta y materiales de electronica, algo que la mayoria de las personas no tienen. definitivamente no lo recomiendo.",1,0
"cómo timbre es funcional, pero no da los 200 metros adicionales que dice",1,0
"2 días después de que se cerró la ventana de devolución con amazón, empezó a fallar el timbre, concretamente el botón de la puerta y uno de los receptores, se le cambió la pila al emisor y nada, el receptor sencillamente no enlaza con el emisor y lamentablemente ya no puedo hacer reclamación alguna. no lo recomiendo, tal vez por eso estaba en descuento y lo compré barato. tendré que invertir en uno de mejor calidad y que tenga mayor duración",1,0
"en las fotos se muestra claramente que es la entrada para corriente normal que se usa en méxico, yo me guié por las fotos, y como se ve, me mandaron la entrada europea, y sin adaptadores!es decir, me llegó un producto que no puedo usar, porque no tengo adaptadores y ni siquiera debería tenerlos, ahora tengo que comprar unos adaptadores y gastar mas por un producto que aun no se si funciona bien, o posiblemente los devuelva, no se si fue un error o así son, pero las fotos están mal.",1,0
"después de intentar usarlo por un tiempo es un producto deficiente , no recibe la señal ni a 8 metros de distancia del boton y la bocina , la verdad es que estoy decepcionado con el producto ya que al principio sono correctamente y ahora si no esta a menos de un metro no suena, cabe mencionar que ya cambie de baterias y de posición y sin resolver el problema",1,0
"es súper chafa, no vale lo que cuesta.venia con un problema de la tapa, le tuve que poner cinta adhesiva para que se ajustara.de regalo trae unas pegatinas de estrella, ¿cómo para qué o qué?el materia es el plástico más barato y corriente de todos.el diseño de metal es plástico pintado, al que se le cae el color, el mío llegó sin mucho color en una esquina.si le picas el botón sin duda suena el receptor, pero ¿vale la pena? para nada, definitivamente no.está chafísima.",2,0
"supongo que solo me tocó un producto defectuoso porque no he visto ningún review que mencione algo de este problema, pero lo instalé y no dejaba de sonar, al principio pensé que alguien estaba timbrando pa molestar pero después puse el timbre adentro de mi departamento(donde nadie podría timbrar) y aun así sonaba cada 5 minutos, terminé tirándolo porque le di la última oportunidad de dejarlo en la noche para ver si se reseteaba o algo pero nomás me despertó en la madrugada bien taquicardio, pero en verdad creo que solo fue mi mala suerte con un producto defectuoso.",1,0
"tuve el gusto de que solo me durara un dia, y despues dejara de funcionar, el boton se quedaba atorado y pegado, y ahora simplemente ya no suena. me tarde mas en esperarlo e instalarlo que lo que duro!",1,0
no da el rango que dice que alcanza es una burla al comprador hacerle pensar que alcanza un rango cuando no es cierto.,1,0
lo compre hace menos de un mes y ya no sirve quiero que me lo cambien o me devuelvan el dinero.,1,0
"la instalación fue muy fácil y trabajó bien por un tiempo, pero cuando le quisimos cambiar la melodía, se descompuso, ya no dejaba de sonar.lo tuve que regresar :(",2,0
"venia todo en orden, con batería incluida y todo, pero no están sincronizados. no me sirvió para nada, si le muevo el volumen y los tonos desde la bocina si se escuchan pero al presionar el timbre no pasa nada, solo prende una luz azul pero no esta sincronizado. no me sirvió a mi ;(",1,0
"voló al instante (dos veces, porque compré 2) al intentar ejecutar un motor eléctrico de 3/4 cv. no parece manejar la corriente nominal de 2000 vatios o 25 amperios.",1,0
no duró.,1,0
conectarlo a un motor no consiguió ningún tipo de selección de velocidad. fui a la tienda electrónica local y compró uno y funcionó así que sólo me dice que fue malo desde el principio.,1,0
"no pierdas el tiempo. me enviaron el motor equivocado, sin número de pieza en él, era claramente un 19000 rpm o más. no me molesté en ponerle una rueda de tacómetro ni siquiera en comprobarlo. perdiamos tiempo. motor es de mala calidad, materiales baratos, llegó con los terminales finales torcidos y doblados debido a una protección inadecuada durante el envío.",1,0
este motor era basura. reemplazé mi motor de la maleza. duró menos de 1 mes. tal vez tuvo 2 horas de vida antes de que el caso se separara y se apagara.,1,0
¡uno de los dos motores funcionó durante menos de un minuto!,1,0
"traje esto hace un par de meses para una fuente de alimentación de banco que estaba haciendo, pero debido a otros proyectos estoy empezando en esto. es mi culpa por no verificarlo cuando lo recibí y confiar en que el producto funcionaría. lo primero que noté cuando lo abrí es que el borde de la pcb está agrietado debido a algún tipo de impacto. lo conecté y nada... sin tensión. voy a tener que descomponerlo por partes ahora porque la ventana de retorno ha sido clavada. lección aprendida... pruébelo de inmediato.",1,0
"conecté el mío, no hay corriente en pines, sondeo hacia atrás y no tengo corriente dc en ninguna parte. estoy enviando el mío de vuelta. ojalá hubiera funcionado.",1,0
no se porqué aparece que lo recibio una persona que no conozco. por lo tanto exijo que me lo entreguen a mi personalmente o me regresen el dinero!!!,1,0
"la caja de plástico llegó rota, con el pasador izquierdo para el pestillo completamente desaparecido, como se ve en la imagen, por lo que no se puede cerrar con llave. estaba muy emocionado de que llegara esto y normalmente no sería una gran cosa, pero me preocupa que los componentes se desordenen y tendré que seguir ordenándolos, especialmente porque los separadores de plástico se pueden deslizar si la tapa no está cerrada, posiblemente permitiendo que los componentes se deslicen por debajo y en un celular. no puedo atestiguar la calidad de los transistores o si aún son funcionales, ya que aún no los he usado, pero considerando el caso es una de las razones por las que compré este producto sobre otros, estoy decepcionado:/",1,0
"honestamente estoy confundido acerca de este artículo. se ve bien desde afuera. lo he encendido y la confusión comenzó inmediatamente. el artículo también muestra una temperatura loca y humedad. pensé que necesitaba ajustar algo en él, así que instalé la aplicación oficial. me confundió aún más porque la aplicación muestra diferente temperatura y humedad que el artículo en sí. obtuve un sensor separado en el que confío y que muestra un tercer valor (lo que tiene sentido), así que mi conclusión es que el artículo debe ser una réplica o de mala calidad. evitar!",1,0
"aplicación muy básica y pobre. comprado para registrar la temperatura y la humedad, pero la aplicación solo muestra el valor actual, sin historial, a diferencia de lo que se muestra en los videos de productos.regresado.",2,0
"la conexión bluetooth a mi teléfono funciona correctamente, pero el dispositivo no me mostrará un gráfico de temperaturas anteriores. esto lo hace inútil. xiaomi tampoco ofrece soporte al cliente.",2,0
"envió un producto usado a pesar de pedir uno nuevo. se supone que incluye la batería, pero no se recibió ninguna",1,0
esta cosa se come baterías. probablemente lo despojaré para reutilizar los componentes electrónicos.,1,0
"leer en el teléfono es diferente a lo que está en el dispositivo, y ambos son inexactos, y como dice el comentario anterior, no hay datos históricos",1,0
acabo de conseguir mi klein tools et120 e intenté encenderlo para calibrar para saber que tengo uno defectuoso. no se encenderá correctamente. sólo las luces bajas y altas se encienden entonces eso es todo. contactó a klein y parece que tengo que devolverlo por uno nuevo. el representante de klein dice que volver a amazondealer probablemente sería una pérdida de tiempo porque más que likey tienen el mal lote de detectores. ¡qué desperdicio!,1,0
"instalé esto en un tanque que tenía un medidor incorporado, y notaba que mientras el medidor incorporado bajaba lentamente, éste no lo era. la prueba final fue cuando los quemadores ya no se encendieron, el incorporado mostró cerca de cero, y este defectuoso todavía estaba a mitad de camino en el 'verde', que está por encima de 'amarillo', y muy por encima de 'rojo'...!desgaste total de $$",1,0
"pedí 2 de estos y estoy regresando para un reembolso, ya que no son como en la foto (no digas flame king en el dial) además de la lista indica que incluye cap de viaje por las regulaciones dot.. ninguno de ellos tiene la tapa de viaje.. muy decepcionado",1,0
"un día dice relleno, a la mañana siguiente dice low gas... no es confiable en absoluto. mejor peso de su tanque de gas para obtener una idea más confiable de su nivel de propano real r.",1,0
"funciona con presión en la manguera si cerramos el gas, no tenemos lectura. el indicador cae de verde a rojo el día en que el nivel ya es demasiado bajo y existe el riesgo de quedarse sin gas. no es terrible.",2,0
compré dos de ellos y ninguno trabaja. los tanques están llenos y el calibre muestra que el amarillo necesita ser rellenado.,1,0
compré esta unidad para mis tanques de propano de barbacoa. nunca lo usé. decidí ponerlo en los tanques de propano para mi generador. el generador no se iniciará con él instalado en el tanque. el generador se inicia y funciona bien sin medidor. restringe el flujo de forma olvidada.,2,0
no funciona,2,0
no funcionaba en climas fríos,1,0
basura,1,0
"realmente quería que esto funcionara - tal vez es que no funcionara cuando hace frío, no lo sé, pero realmente no me dice nada. tengo tanques pequeños en mi rv y me encantaría saber cuando están vacíos: - (",2,0
"tengo esto en un tanque de 100 # y no he visto buenos resultados. sospecho que el hecho de que las temperaturas exteriores sean muy altas en este momento no ayuda a las cosas. también creo que tendrá la mejor oportunidad de trabajar cuando el gas esté en uso, lo que causaría una mayor diferencia de temperatura. sería bueno si alguien hiciera una escala que cabía debajo del tanque 100 #, que daría la mejor indicación",2,0
"no es un fan. el gas se agotó mientras cocinaba pollo y mi indicador dijo que seguía siendo bueno. tal vez el calor de la parrilla se metió con el producto... de cualquier manera, inútil.",1,0
"compramos seis de estos como regalos... los regaladores nos dicen que no es bueno.. mejor comprar un indicador de propano de válvula más caro que se fija a la manguera o comprar un nuevo tanque de propano.. cuando el tuyo expira, lo que hacen.. la mayoría de los tanques de propano nuevos o bques tienen indicadores de nivel de propano incorporados.",1,0
"realmente no puedo decir qué tan bien es la capacidad de lectura del nivel de propano real de este artículo porque el imán no se pega nada. mis tanques están en mi remolque y cuando levanto la cubierta de plástico se desprenden. puede que te digan el nivel, eso podría ser cierto, pero yo estaba muy fructuoso con ellos cayendo y volví a mi antiguo método de levantar el tanque. no recomendaría este producto hasta y a menos que le pongan un imán más fuerte.",1,0
producto defectuoso. difícil y no vale la pena volver.,1,0
"compré esto para que ya no me sorprendiera por un desagüe de piso retrocedido en mi sótano. de vez en cuando, se respaldaría después de usar una cantidad moderada de agua, sin embargo, bastante al azar. probé esta unidad y parecía ser exactamente lo que necesitaba, así que no me sorprendería una copia de seguridad y sería capaz de tomar medidas si sucediera. unos días después de ponerlo, estaba viendo la televisión y pensé que había oído un solo bip. escuché pero no escuché nada más. pensé que tal vez una batería de detector de humo se estaba agotando, pero como no escuché nada más, no presté atención. alrededor de una hora más tarde volteé la luz del sótano y estaba mirando una pulgada de agua cubriendo el piso, y allí en el medio estaba la silenciosa alarma de fugas de agua rwd21 de honeywell. después de la limpieza, hice un poco de pruebas con la unidad. si toca el agua, recibe la alarma. si hay más de un rastro superficial de agua, no funcionará. básicamente, esto lo hace bastante inútil para la mayoría de las aplicaciones donde el agua puede exceder 1/4 de pulgada a un ritmo moderado. podría haber oído claramente si hubiera más, pero sólo había recibido un pitido de advertencia. desde entonces he comprado dos unidades muy baratas de china y las he probado. emiten una alarma de separación de oídos cuando se moja todo el camino a través de la inmersión. hay mejores artículos en los que gastar su dinero si necesita una detección fiable de agua.",1,0
"esta cosa nos salvó de un gran desastre. habíamos puesto uno de estos en el sótano junto a nuestra tina de lavandería en caso de que hubiera un problema con la lavadora, sin saberlo colocándolo debajo de una ventana que tenía una fuga. durante una fuerte lluvia nos dio una alarma que venía del sótano y cuando bajamos a investigar vimos agua entrando a través de la ventana. si esto no hubiera estado en su lugar, no habríamos notado la ventana con fugas hasta el día siguiente, cuando habría sido demasiado tarde para detectar la fuga.***actualización*** cambié mi calificación a 1 estrella porque la alarma que habíamos colocado debajo del fregadero de la cocina no se activó. no sabíamos que nuestro grifo de la cocina estaba goteando hasta que vimos el agua fluyendo hacia nuestro sótano desde las tablas del piso. el agua era lo suficientemente alta para que la alarma sonara, porque esta cosa estaba empapada. ¿tal vez la batería se murió? hubiera pensado que habría algún tipo de alerta de batería baja antes de que muera, ¿pero tal vez no?",1,0
"no se puede conectar a un tanque de gas , hay que comprar más materiales",1,0
"el producto funcionó según lo anunciado, excepto cuando se utiliza para un generador alimentado con gas propano. la constricción en el flujo de gas a través del medidor era tan grande que apagaba el generador, cada vez que intentaba usarlo. el tanque de propano estaba lleno. cuando retiré el indicador, el flujo de gas del tanque al generador estaba bien, y el generador funcionó bien.",1,0
"compré este medidor para su uso en un tanque de propano de 20 lb que uso en casa. se utiliza unas treinta veces al año.el medidor está protegido de la exposición constante al sol. no ha sido manipulado ni maltratado. funcionó bien durante dos años. dejó de funcionar hoy. dado que el tanque estaba lleno rastreé el problema hasta el indicador de no permitir que el propano pase a través. cuando retiré el medidor, el gas fluyó a través de la línea sin ningún problema.",1,0
"compramos dos de estos, y desafortunadamente no los instalamos hasta que era demasiado tarde para devolverlos. ninguno de los dos funcionaba - el primero (que queríamos usar para una parrilla de gas) se filtró y el segundo no permitió suficiente gas para operar un calentador de agua de gas o un secador de ropa. desperdiciamos nuestro dinero. no desperdicies el tuyo.",1,0
"la caja no paso la prueba de seguridad. robaron mi casa, vieron la caja, la arrancaron de la pared. esta caja fue abierta con una palanca a pesar de que dice que es resistente a una palanca. con un desarmador haciendo palanca doblaron el acero y los pernos se salieron fácilmente. no es resistente. ver fotos de cómo quedó con una sola marca de palanca. fue fácil de abrir. si quieres seguridad debes pensar en algo más profesional.desafortunadamente ahora lo se y hubiera sido mejor invertir en algo más costoso, en lugar de este acero de tercera calidad y bajo grosor.",1,0
"me llego en el tiempo acordado. pero la cerradura no funcionaba, nunca la pudimos abrir. la tuvimos que regresar. gracias",1,0
"desde que llego el producto el botón de reinicio no funcionaba, estaba desensamblado. tuve que hacer una mexicanada para que funcionara. confiando que ya no iba a tener problemas con las baterías, guarde las llaves dentro de la caja fuerte, después de usarla no mas de 5 veces ya no prendía y la combinación numérica no funcionaba. tuve que romper la caja para sacar lo que había dentro.la seguridad muy sencilla, con unos désarmadores y un martillo se abre.una mala experiencia.",1,0
"buenas tardes, solo para reportarles que el producto que recibí llego con raspaduras, venia muy bien empacado así que desde un inicio ya contaba con esos golpes, no se me ase justo que me manden un producto con raspaduras",1,0
fácil de usar pero la palanca para abrir se siente frágil,2,0
"compré recientemente esta caja y observé un problema grave y otro no tanto. el que no fue tan grave es que el compartimento para colocar las baterías está mal diseñado ya que las baterías se caen y prácticamente hay que presionar muy fuerte la tapa para que no se salgan. pero el problema más grave es que una vez que programé el código para abrir la caja, esta se queda abierta todo el tiempo, no la pude cerrar ni utilizando las llaves proporcionadas, las cuales también presentan problemas para abrir la chapa. mal producto y de muy mala calidad.",1,0
"me llego cerrada con las llaves por dentro, metí mi devolución, fui a dejar el artículo a dhl hace casi un mes y aún estoy esperando que me devuelvan el dinero",1,0
"el espacio interior que afirma tener no es exacto. hay menos espacio del que dice tener. me olvido de los detalles ahora porque han pasado un par de meses, pero sé que miré específicamente en los límites del espacio interior para algo muy específico que quería mantener en él y cuando conseguí la caja fuerte que encajaba pero no cerraría. había medido el objeto antes de comprar la caja fuerte para asegurarme de que hubiera suficiente espacio para ello. no lo había. estaba muy decepcionado, afortunadamente conocí a alguien que quería comprármelo así que nunca tuve que intentar devolverlo. están contentos con él y definitivamente seguro. todo lo que digo es que el espacio interior que dicen que tiene no está bien, a menos que lo hayan probado sin cerrarlo.",1,0
"no la recomiendo , se habré con golpes con la mano por la parte de arriba.",1,0
llegó golpeada en uno de los cantos.qué debo hacer ? si la conservo para evitar estando moviéndola porque está muy pesada me harían algún reembolso por ser un artículo defectuoso ?,1,0
"mango barato, bloqueo manual barato y mecanismo de embrague interno barato que falla rápidamente con el tiempo. compré la caja fuerte en junio de 2017, la probé, la programé, la probé, la atornillé, la probé, y puse objetos de valor en ella. 6 meses después no se abrió. el solenoide, el embrague o el bloqueo se han congelado. ahora me dicen a menudo que si no abres la caja fuerte regularmente, de alguna manera se congela (así que es mi culpa). entonces, increíblemente terrible y frustrante proceso de servicio al cliente (los representantes eran lo suficientemente agradables), pero & #34; su proceso & #34; requiere horas de mi tiempo y semanas de ida y vuelta (poner nuevas baterías, aceite y sacudir la cerradura, sacudir el mango, presionar la puerta, martillar alrededor del perímetro de la puerta para aflojar el embrague, etc., antes de decirme que tengo que salir y conseguir 3 citas de cerrajero para que lo aprueben. una completa estafa. venden un producto defectuoso, y luego tengo que pasar todo el tiempo tratando de arreglarlo y repararlo. así que, por el momento, podría alguien entrar en mi casa y entrar en mi caja fuerte, ya que no puedo abrirla.",1,0
"envío gratis en una caja fuerte contra incendios? ¡qué bonito! lo pensé. debería haber sabido que habría una trampa. amazon ofrece recuperarlo en un plazo de 30 días e incluso imprime una etiqueta de envío de ups. si usted busca y lee la letra pequeña, el costo de envío de vuelta se deduce de su reembolso. pesa casi 200lbs, así que puedo imaginar que la deducción sería la mayoría del reembolso. seguro es a veces difícil de abrir ya que los pasadores se pegan. amazon, te quiero, pero realmente me decepcionaste.si está tratando de proteger documentos en papel, deberá ventilar cada pocas semanas.",1,0
"no lo compren. la cubierta del libro es de mala calidad y se despega con facilidad de la caja. tambien vino con una advertencia de riesgo de cancer y esterilidad cuya explicación está en el material del que está hecha la caja. con seguridad lo regresare, no quiero esto en mi casa.",1,0
"el producto me decepciono. cuando lo abrí me di cuenta que el lomo del libro estaba despegado de la caja de seguridad. eso en primer lugar. luego también esperaba que la presentación fuera más discreta, que aparentara más como un libro, pero se ve sumamente falso. yo esperaría que la caja tuviera más simil con un libro para despistar a los curiosos.",2,0
"una porqueria llega sin instrucciones y cerrada, ósea ni idea cómo abrirla. es el colmo te manden un producto así !!!!",1,0
lo devolví. se rompió al tomarlo para colocarlo.,1,0
"a las 3 semanas sufrió una ligera caída y se le salieron unos baleros, por lo q dejó de funcionar",2,0
"el producto contiene gel común y corriente, no tiene olor no presenta ningún tipo de indicio de contener áloe vera, es una estafa",1,0
"el olor es desagradable, sería el producto perfecto si lo dejarán sin olor. buena consistencia y excelente presentación y dosificador.",1,0
"producto pirata, immunotec no vende oficialmente por este medio",1,0
"realmente muy chica, en las fotos se ve mediana pero no. está cara para el tamaño.",2,0
no sacó la congestión de la piel.no tenía ningún uso fuera de esto,1,0
"compré anteriormente de la misma marca, de color azul y vienen muy diferente a los que me llegaron, los cuales están muy delgados y de tamaño pequeño. estoy decepcionada.",1,0
"las ligas lastiman las orejas, he usado 3, 2 se han roto de la union de la liga al cubre bocas en menos de 2 horas.",1,0
"esto es un robo. me mandaron cubrebocas que no son los de las fotografías. no se como amazon permite que nos sigan viendo la cara a los que usamos su plataforma. revisé las opiniones y a todos nos han enviado un producto que no es el que anuncian. los que me llegaron a mi ni marca traen, vienen en una bolsa común y corriente, no se si esté bien que los usemos. para vender ponen la fotografía de un producto y envían uno que no es igual. eso es engañar. a amazon le vale gorro los que compramos usando su plataforma, hay que cambiarnos a mercado libre, que rayos hacemos comprando aquí.",1,0
no sirven ... son cocidos . . por lo tanto son de cualquier tela y cuentan con unos resortes muy débiles y fáciles de romper.no por tener pliegues califican como tapabocas.estos son más bien un bosal.,1,0
"los tapabocas tienen un mal terminado (hilos sueltos), tienen un aspecto de falta de higiene (algunos llevaban pelos y/o estaban sucios.una total decepción respecto a la descripción del producto.",1,0
"mala calidad del producto, mal terminados, no vienen como en la imagen. muy caros para calidad que ofrecen, definitivamente no los vuelvo a comprar.",1,0
"no coincide el producto con la imagen y especificaciones que anuncian, son sencillos y muy delgados no tienen triple capa",1,0
"mucho esperar, para lo obtenido, su valor estaba en el uso, por eso pague lo que fuera y dos paquetes, sin embargo, después de esperar por buen rato, lo obtenido no fue satisfactorio, me pone rojas las orejas de lo ahorcado, es tortuoso te aplasta la nariz, vean en fotos lo levantado y colorado de mis orejas y apretado de la nariz, finalmente cede -cosa que hasta agradezco- y cae. para niños -que les quedarían-, tapan toda la cara por lo grande -de nuca a barbilla, hay que hacer orificio para los ojos- y al final se les cae. el problema no es que caigan, no cumple con su objetivo de proteger.",1,0
"el tamaño es muy pequeño, una persona adulta no puede estar mucho tiempo con ellos porque te incomoda. el elastico es demasiado grueso que apenas entra en la oreja.",1,0
"el producto no es el que se anuncia, son cocidos y está mal hecho, no son tricapa ni vienen sellados como lo menciona el vendedor, su empaque deja mucho que desear y no viene ninguna marca, muy decepcionada",1,0
"tengo esta regadera para usar en mi jardín junto con una regadera de plástico de 3,5 galones que parecía de menor calidad. noté que esta lata parecía un poco pequeña para contener 2.5 galones, así que decidí medirlo. 2.5 galones en litros es aproximadamente: 9.5 litros. después de varias mediciones repetidas, generosamente diré que tiene 7,5 litros a una capacidad máxima (inutilizable). a capacidad utilizable, estaría más cerca de 6,5 litros. que es menos de 2 galones. revisé las etiquetas y todo. no compre este producto.esto es absolutamente una estafación. por favor, no malgastes tu dinero.",1,0
"el mango en esta lata está redondeado en el lado top (donde no hay presión en la mano cuando se lleva) y la parte inferior del mango es de dos crestas, con una serie de soportes con sangría... corta en la mano cuando se levanta o se lleva. además, cuando comienzas a regar, el agua brota sobre el frente en una cascada, hasta que la lata esté aproximadamente medio vacía. no hay barrera en la parte superior frontal de la lata para mantener el agua en la lata ya que está inclinada hacia adelante. evita este, busca uno mejor.",1,0
producto bueno tamaño perfecto para hombre lo malo es que me llegó dentro de caja pero con la bolsa rota...no es posible qué microempresas sacrifiquen la calidad de sus productos por eso les doy cero estrellas,1,0
dejo de funcionar,1,0
"tardo en llegar, ademas el material se ve un poco fragil.por otra parte no tiene el alcance que dice, tampoco el tamaño y las funciones no tienen el correcto desempeño",2,0
"comprado para la funcionalidad zwave, tiene señal débil en la misma habitación que el hub. las baterías incluidas murieron dentro de las 24 horas.actualización: devuelto como estaba defectuoso y comenzó a pitido incluso con las nuevas baterías. reemplazo comprado que también llegó con baterías muertas y tiene una señal débil.",1,0
