,review,stars
0,"Hola... personalmente me encantaron, las recomiendo ampliamente.👩🏻Relación costo-calidad: excelente.Diseño: colores súper bonitos.Material: buena calidad.Empaquetado: sorprendente puesto que es versátil ( bolsa tipo ziploc) y se puede seguir utilizando.Adicional: contiene una mini guía de uso ( muy útil si eres nuevo en el uso de bandas de resistencia).Entrega: rapidísima y sin ningún inconveniente.",5
0,"Con frecuencia uso bandas de resistencia para entrenamientos, pero tenía de las otras que son de liga. Estas son mucho más cómodas porque, como la publicidad lo promete, no se enrollan y son más anchas.El precio me parece excelente. Había visto ya a varias influncers vendiendo sus bandas y son exactamente igual que estas, solo por tener su logo o nombre ya cuestan $150-$200 pesos más.Lo único es que me hubiese gustado, es que en lugar de la más ligera viniera otra más dura. Y cabe aclarar que las mías no son exactamente iguales (como pueden ver en la foto que comparto). No vienen con la etiqueta negra que dice cuál es cuál.",4
0,"Pésimo producto, no gastan su dinero en esto, están demasiado aguadas, realmente no aprietan, ni cumplen con su función. Intenté regresarlas, pero a los días, me llegaron de nuevo. Compre otras más baratas de plástico y se tensan mejor q estás cosas",1
0,"Anteriormente compré unas de látex, son funcionales, pero estas bandas son mucho mejor, están hechas de tela pero muy muy resistente, al momento de hacer las rutinas impacta la resistencia, las recomiendo al 100% estoy maravillada con mis nuevas bandas 🥰",5
0," Me gustaron mucho, llegaron a tiempo, muy bonitos colores. No sé enrollan al usarlas debido a que por dentro tienen una franja que evita que resbale. Solo había probado las de hule y eran un caos. Con estas ejercitas bien agusto sin delimitar tus ejercicios por temor a que se enrollen o te lastimen. Vienen en su bolsita , con su instructivo de uso... Había leido en algunos comentarios decían que las resistencias no eran lo ideal, Ami me pareció que si, no venía escrito que color era la más resistente, ni la menos, pero al probarlas me resultó obvio la variación de resistencia... Quizá con el uso es lógico que pierdan firmeza pero es normal. Me gustaron mucho 👏",5
0,"Excelentes! No encuentro otra palabra, empecé con la banda verde aqua en vista de que nunca había usado bandas de resistencia y otra persona en mi casa utiliza la rosa clara (que si está más acostumbrada al ejercicio) que es de resistencia media, y tras Ya casi dos meses de uso siguen igualitas! Son de súper buena calidad, la verdad que sí vale la inversión en lugar de las típicas como de plástico. Sientes el trabajo, las puedes estirar (salvo la morada que todavía no la puedo no usar de lo dura que está haha, no tengo esa fuerza todavía), y me encanta que tras tener constancia utilizándolas en este tiempo si se ve un cambio positivo en ejercicios que anteriormente ya hacía pero sin usar ligas, mis glúteos y mis piernas han trabajado más ! Me dejé guiar por las recomendaciones que ya había visto del producto y sin duda estoy de acuerdo en su calidad, precio, y lo que me han ayudado físicamente ! Vale la inversión, ya que yo no soy una persona que gasta en cosas de ejercicio, y esto sin duda fue una buena inversión, súper recomendable ! Vienen con su bolsita para transportarlas y un librito para ideas de ejercicios para usarlas",5
0,"Bandas de muy buena calidad, son un excelente complemento para tus rutinas de ejercicio, el paquete incluye tres bandas con diferente nivel de tensión, esto permite que puedas adaptar tus rutinas al nivel que sea requerido.Las bandas se guardan en una bolsa de malla que viene incluida, no ocupan mucho espacio de almacenamiento, son muy practicas.Si eres una persona que suele hacer ejercicio en casa o quieres comenzar a hacerlo, sin duda podrías considerar tenerlas adicionalmente a otros accesorios.",5
0,"Llegaron bien, de hecho antes de lo esperado.Las mías venían todas dentro de una sola bolsa tipo ziploc, además de traer la bolita tipo malla para transportarlas.No tienen las letras en el centro, pero no veo mayor problema.Traen un pequeño instructivo (en inglés).No dicen en ningún lado la resistencia que tiene cada color (tuve que entrar aqui mismo para checarlo).Hé usado la verde muchas veces y no se enrolla ni se mueve mucho de lugar, tampoco he notado un cambio significativo en su resistencia.Intente usarla para brazos pero como lo indican no esta diseñado para eso, así que me resultó difícil realizar ese tipo de ejercicios.Hasta ahora estoy satisfecha con el producto, me ha resultado útil.Son las primeras que compro, leí muchos reviews antes.",4
0,"La cuerda de saltar está hecha con material de calidad. Me gusta que pueda quitar el peso o agregarlo de nuevo en los mangos según mis necesidades. La cuerda en sí es bastante larga, en realidad demasiado larga para mí, así que la acorté. Fue fácil hacerlo. En general, creo que esta es una buena cuerda de saltar.",5
0,La cuerda es demasiado ligera. No lo suficientemente pesado. No puedo saltarme 5 veces antes de que se enrede. Muy molesto.,1
0,"He estado usando esta cuerda de saltar durante un tiempo en el patio público de mi apartamento, ya que no me atrevo a hacer ejercicio en el gimnasio durante esta pandemia. El salto de cuerda es un gran aeróbic que ocupa sólo un poco de espacio. Este producto tiene buena calidad y se mantiene cómodo.",5
0,"Recomiendo encarecidamente esta cuerda de saltar! ¡Me gusta tanto! Lo he estado usando durante algunos días y la calidad es tan buena! Tiene cierto peso y si sientes que es demasiado ligero o pesado para usar, es súper fácil sacar el bloque mental en él o ponerlo. Y también puedo controlar fácilmente la longitud.",5
0,"La cuerda de saltar es duradera, rápida, asequible y fácilmente ajustable. Es ligero y increíble de usar. El mango es suave. Merece cinco estrellas.",5
0,La calidad de esta cuerda es muy buena. puedes cambiar la longitud por ti mismo para satisfacer tus necesidades. Es realmente útil y eficiente hacer algo de ejercicio con él en casa durante este período especial.,5
0,Lo compré yo mismo en casa.Siempre salto 300 veces al día.Espero poder bajar de peso y tener una buena calidad de saltar la cuerda,5
0," Mi esposa decidió que durante la pandemia se pondría en forma.Pero al no poder salir a gimnasio, eligió usar estas bandas.De entrada, sus colores son muy bonitos.Lleva una semana usándolas, y han resistido muy bien. Veremos cuánto duran, pero se sienten resistentes.Incluye una muestra de ejercicios para brazos y piernas, que hasta yo me estoy poniendo a hacer.Me parece que fue una buena inversión.",5
0,"Se siente muy buena la calidad del latex de las ligas, no lastiman ni se quiebran aguantan muy bien y si he hecho bastante ejercicio con ellas, por lo que me han ayudado demasiado, puedes hacer muchos tipos de ejercicios con ellas y vienen en una práctica bolsa de tela que puedes llevar contigo también al club, parque, gym etc…Las uso más comúnmente para hacer ejercicios de terapia ya que tengo una lesión en una rodilla y estas ligas son perfectas para fortalecer y dar mejor soporte evitando ejercicios de impacto que puedan perjudicarme más.Cada una tiene diferente tamaño y grosor que hace que tengan diferentes resistencias, además incluye un manual muy ilustrativo que te brinda una guía con muchas opciones de rutinas y de usos que se le puede dar a cada banda, La verdad me han resultado muy prácticos! Definitivamente las recomiendo!",5
0,"El precio es muy barato, casi 3 veces menor a las bandas de resistencia hechas de tela y se nota. En mi opinión, cumplen con su función, sin embargo no son la mejor opción si piensas utilizarlas de manera asidua. La banda mas fuerte siento que es la única que te hace trabajar al momento de hacer ejercicio. Sin embargo en lo movimientos muchas veces se mueve la banda y eso la hace incómoda, tienes que parar para arreglarla o trabajar de esa manera hasta acabar.Por el precio tan bajo, recibes lo que pagas. Pero si puedes comprar las bandas de tela, ve por esas.",5
0,"Excelente para stackear con otras . Si eres principiante a intermedio no tendrás problema , aguantan a algo parecido como 50kg si las usas todas juntas . Son ideales para usar combinadas con otras si eres avanzado como yo. Yo las uso para hacer aductor de piernas y varios de tronco superior. Soy avanzado, cargo mucho y estas ligas parece que durarán mucho pese al uso rudo que les doy. Se agradecen los colores para identificar la resistencia .",5
0,"Llegaron muy a tiempo y en buen estado.Muy bien el empaque. Son igual que lo que muestra la imagen. Es claro que las dos ligas más delgadas son de muy poca resistencia pues están muy delgadas (servirán tal vez para rehabilitación de persona muy débil). Para ejercicio de tonificar a partir de la mediana, creo que solo usaré las dos más gruesas pues las otras están muy suaves para ejercicios.Relación calidad precio cumple.Esperemos que duren suficiente.",4
0,"Buenos materiales, son resistentes y están marcadas con la cantidad de resistencia que soportan, me gusto que incluye un flyer con variedades de ejercicios a realizar, excelentes para desarrollar fuerza y elasticidad, fácil de transportar en su morralito (también incluido)",5
0,"Según el paquete es de 5 bandas y me faltó la azul (que justo es la de resistencia media). Venían bien empaquetadas: en sobre sellado, cada una en su bolsita plástica sellada pero me hizo falta 1.La relación calidad precio es buena, son baratas y se ven resistentes. Ya se verá con el uso, si realmente funcionan.",3
0,"Me gustó que vienen diferentes tipos de resistencia desde la ligera hasta la pesada, es de muy bien material, cuando te ejercitas con ellas sientes el trabajo . Vienen empaquetadas individualmente, traen una bolsita negra de plástico y un instructivo en ingles con prácticos ejercicios para que las utilices, las compramos en oferta y estamos muy satisfechas.",5
0,Muy buen material y si se siente la diferencia de niveles de cada una.,5
0,"Al primer dia se rompió la banda azul en una semana y usando con extremo cuidado, se rompió la banda amarilla, esperabamos que los productos tuvieran mejor calidad",2
0,"El agarre es muy cómodo y ligero.Las tapas de un plástico muy sencillo, creo no soportarían que uno las aventara o azotara, pero con un buen cuidado no habría problema.La cuerda en si se ve resistente, con un buen recubrimiento.Tiene bastante cuerda, una la dejaré sin cortar por si alguien de 1.80m la llegara a usar y la otra la cortaré a mi medida 1.60mPara iniciar a saltar o siendo complemento de un entrenamiento, se me hicieron muy buenas.",5
0,Me gustó mucho mi compra. Al incluir dos en el paquete la relación calidad y precio aumenta. Vale totalmente la pena que cuente con rodamientos porque así evita que se tuerza durante los saltos. Se ve de un material resistente ya que lo estuve usando sobre cemento y azulejo y no se ve desgaste por el momento. Es ajustable su largo.,5
0,"Compré estás cuerdas para poder ejercitarme con mis sobrinos y fue una excelente elección. Son muy ligeras y el mango es ergonómico. Pudimos recortarlas sin problema a la altura de ellos. Las recomiendo si necesitas entrenar en casa, es un excelente ejercicio.",5
0,"Vienen tal y como en las fotos, muy recomendado funcionan perfecto para trabajos forzados gracias a los rodamientos que contiene, la textura de las mancuernas es muy confortable y el diseño funciona para que tengas buena ventilación y así evitar las manos sudorosas.",5
0,"No la he utilizado, pero llegó en tiempo y formase ve que debe de cumplir con su función, me gusta que el material es para que no se envuelva tan fácil.Más adelante actualizaré mi opinión, después de usarla más veces",5
0,"La ocupo tanto en casa como al aire libre y parece aguantar bien la interacción en ambos espacios, incluso sobre tierra y pasto no presenta desgaste anormal o irregular. Se puede ajustar a diferentes tamaños, una la dejé para mí estatura 1.80 y la otra para mi novia 1.50 y todo bien en ambas. Recomendado",5
0,"Tardaron un poco en llegar, tal vez fue cuestión de la paqueteria. Venían envueltas en un paquete empaque muy sencillo, una bolsa de celofán, pero en cuestión de calidad son excelentes. Son muy largas y se puede ajustar el tamaño fácilmente.",5
0,"La relación precio cálidad es muy buena, es una cuerda mejor a varias que son más caras, el único inconveniente son los mangos que no son nada resistentes, aunque considerando que se reciben 2 cuerdas a un super precio, la cuerda trae un alma de alambre que la hace más resistente a otras cuerdas que son 100%plástico.",4
0,"Una cuerda para saltar bastante buena, tiene un par de valeros para que al usarla no se enrede la cuerda. Se puede ajustar el tamaño de la cuerda, yo la usó con la medida que llegó, mido 1.74 m pero incluso podría reducirla unos 5-10 cm y quedaría bien, ha que tomar en cuenta que para reducirla hay que cortar parte de la misma, pero también considerar que es un paquete de 2 piezas.",5
0,"Tengo alrededor de 12 días con el producto y ya se abrió la cuerda, dice que es resistente y duradero pero no resistió un uso habitual. Funcionan bien pero la resistencia no es confiable.",2
0,"El pedido llegó completo y a tiempo. Se veía como un buen producto, y ya estaba acostumbrándome a mi rutina de saltos (40 min. diarios), hasta que después de una semana mientras saltaba se rompió la cuerda, justo en el borde del mango. Revisándolo bien vi que fue por el roce que tiene al girar (la cuerda tiene un recubrimiento plástico y al interior un cable bastante delgado). A pesar de que tiene un balero (rodamiento) en el mango, no le sirve de nada porque la cuerda no esta fija al borde interno (que es el que gira), por lo que se la pasa rozando con el mango cuando saltas.En conclusión, se ve bonito y todo pero tiene un mal diseño y la cuerda se va a romper. Mejor compren otra cosa.",1
0,"Le pongo 4 estrellas ya que la publicación dice que la cuerda mide 300cm y realmente mide 275 (sin los mangos), para una persona alta (+1.85mts) queda muy justa la cuerda. Salvo por eso, la cuerda es excelente, buen material y en verdad se puede hacer velocidad",4
0,"Espectacular para hacer ejercicio brincando la cuerda, se puede ajustar fácilmente a la medida adecuada para cada persona, los puños super cómodos y de material muy resistente.Lo mejor para empezar este ejercicio.",5
0,"Luego de utilizarlo por tan solo 1 día, se rompió el cabezal de plástico, donde la cuerda se une al mango. Sin tener golpes ni nada por el estilo, solo por el uso. La verdad muy decepcionado con la calidad.",1
0,Es una cuerda muy profesional que se puede llevar a cualquier lugar. el material es fuerte y por tanto duradero. saltar la cuerda es uno de los mejores ejercicios que hay tanto para fuerza como para resistencia. Este producto me ha ayudado a no tener pretextos para no hacer ejercicio. solo con 10 minutos es un ejercicio super completo.los mangos para agarrar la cuerda son suaves y muy cómodos y la cuerda pesa para que caiga con facilidad al hacer ejercicio. altamente recomendable.,5
0,"El mismo día que llegó la empezamos a usar. Por el propio movimiento se me resbaló y cayó al piso. El mango se rompió ya que es de plástico duro y por lo que vimos poco resistente. Deberían ser más claros en las especificaciones....... y modificar el mango por algún tipo de hule espuma, etc...?",1
0,"Desde el 20 de junio hice mi compra y no me ha llegado el producto, pedí la cancelación de la compra y no he tenido respuesta por parte del proveedor. Es nefasto el servicio y no me devuelven el dinero de la compra",1
0,Nunca me llegó el producto.. quiero que me regresen mi dinero.. no compren con ellos.. es fatal.. les eh pedido un reembolso y no me lo quieren dar.. el artículo lo pedí desde Mayo y es hora que no llega.. estamos ya a 2 días de septiembre .. ahorren su dinero y no compren con ellos,1
0,"Bastante bien por el precio, solo que los rodamientos son un poco inútiles si mides menos de 1.70m y quieres conservar el tamaño original de la cuerda, los mangos tienen espacio para meter el excedente de cuerda sin necesidad de cortarla pero esto hace que los rodamientos no funcionen a causa de que la misma cuerda genera presión dentro de los mangos y no gire la cuerda, de todo lo demás muy buena, la e usado un tiempo y es resistente, soporta perfectamente tirones accidentales durante el ejercicio. Tal vez no sea muy útil para muy altas velocidades de salto pero si para generar resistencia, pero si puedes generar un poco de salto en alta velocidad. Me llego como tal sin un empaque o etiqueta marcada, pero es exactamente el producto, nuevo y en bolsa.",4
0,"Muy buena. No se enreda, cuando te pegas no lastima como las de cable, no pesa y los materiales son de calidad muy decente. En cuanto a duración, tendré que usarla más para ver si resiste. Mido 170 y de altura me queda perfecta como está.",5
0,"Vale la pena invertir en uno mas caro, este es “economico” pero no me lo regalaron, lo he usado 3 veces y ya se rompio",1
0,"Utilizando una pulsera para hacer ejercicio, me dí cuenta que hacer trampolín es muy buen ejercicio cardiovascular, con este trampolín quemas muchas calorías y evitas el impacto en las rodillas. Estos nuevos trampolines ya no usan ganchos de metal, en su lugar utilizan resortes que aguantan más 100 kilos y el constante uso, muy recomendable.",4
0,"El tiempo de entrega fue rápido, el armado un poco complicado en cuestión de fuerza ya que necesita ser entre 2 personas pero al usarlo es fantástico tiene buen rebote lo compre para hacer ejercicio y no tengo ninguna queja pero el que es más feliz en usar es mi hijo de 8 le encanta brincar en el lo recomiendo totalmente para chicos y grandes y en precio era de los más económicos y es de exelente calidad talvez te ponga que llegará en un tiempo largo pero vale la pena la espera y si tienes suerte puede llegar antes de la fecha",5
0,"El precio es inigualable a los que estuve buscando en tiendas de deportes... Me preocupaba la calidad del producto pero termino de resolverse la duda cuando llego el producto. Esta muy bien fabricado... de material durable...No es muy practico el doblarlo ya que tienes que quitar las patas, el forro y la tela para brincar.... por lo que lo guardamos armado.Recomendable para uso normal de un hogar.",5
0,"Lo compré a un muy buen precio y realmente me sorprendió la calidad del producto. Es muy útil y no estorboso al momento de guardarse, por lo que no ocupa mucho espacio",5
0,"Excelente producto, fueron las palabras textuales de la amiga de mi hermano a quien le compramos el producto, el armado no es tan sencillo, la relación calidad precio es buena (nosotros pagamos poco más de 800)Lo Bueno r: no hace mucho ruido, se puede guardar fácilmente, incluye el forroLo malo: se ocupa de dos personas para armarlo, hubiera sido bueno que incluyera alguna bolsa para guardarlo",4
0,Pues mi esposo es couch dando actividades funcionales y convencionales al ver el brincolin en material y por el precio al compararlo en otras tiendas le pareció súper y ya encargamos otro para el desarrollo del mini gym... excelente y recomendable,5
0,"Muy buen equipo con materiales de buena calidad y resistente. Aunque es de fácil armado se recomienda desdoblar la malla entre dos personas para evitar lesiones. No usa resortes asi que la sensación del rebote es un poco menos suave, pero sigue siendo una excelente opción entre calidad/precio. De 15 a 30 minutos brincando 3 o 4 veces por semana es un gran ejercicio y además es muy amable con las rodillas y tobillos.",5
0,"Le puse 3 estrellas porque el motivo por la cual la compre fue por los videos gratuitos para ejercitarte y nunca pude bajarlos, contacte con la empresa pero tardaron una semana en contestarme y ya me los mandaron porque les demostre que no servia el codigo que me proporcionaron. En cuanto al ruido, no hace.. esta muy bien y super resistente, si lo recomiendo a pesar de los videos",3
0,"Es un producto que cumple con la expectativa, es resistente, silencioso y muy divertido, solo es un poco dificil de armar por una sola persona, por ende, no es fácil armarlo y desarmarlo, mejor dejarlo armado. Sin embargo es divertido",5
0,"No comprar, repito, NO COMPRAR,La poca inversion y amor que se le otorgo a este producto se percibe desde que abres el empaque.Los materiales son de muy baja calidad.No funcionan para hacer ejercicio adecuadamente ya que las ligas no estiran como deberian de.Pero al igual son PELIGROSAS, realizando un ejercicio de pecho, el fijador de las ligas a la puerta no aguanto la resistencia y se rompió, soltando las 5 ligas contra mi espalda, no les voy a mentir, no llore solo porque estaban mis vecinos por ahi y pues no.De verdad, ahorren su dinero y mas importante que eso, compren material que es seguro de usar.",1
0,En menos de 3 minutos de uso una da las 5 ligas se rompió y todas están muy delgadas.,1
0,"El costo de las ligas es básicamente similar al que encuentran en cualquier otro lado. Pero el valor de este en particular es la garantía. A mi se me dañó una pieza por unas costuras defectuosas, reporté está situación con el fabricante y en 3 días ya tenia el remplazo adecuado y totalmente resistente. Yo uso mucho ligas y es muy común que se dañen, pero estas tienen garantía por un año, por lo que lo recomiendo por encima de cualquier otra opción.",5
0,"A los 5 días de usarlas la negra se rompió, muy mala calidad, esas reseñas de 5 estrellas son falsas, te viene una tarjeta que si das una buena reseña te dan un regaloCompradores no hagan eso, califiquen el producto de acuerdo a su criterio y no por el regalo, ya que otros compramos con sus falsas calificaciones",1
0,"Llevan a cabo su función más no creo que la calidad del producto valga lo que cuesta, cuando me llegó y vi la calidad, busqué en otros lados y efectivamente las encontré a la mitad de su precio aquí si no es que a menos 🤷🏻‍♀️",3
0,"He leído comentarios en este producto respecto a “que se rompió al primer uso” vengo a contar mi experiencia es totalmente satisfactoria, la calidad es buena, el empaque completo como lo adjunto en la foto y además un pequeño instructivo. Creo es importante mencionar que si se pretende estirar las ligas al máximo por supuesto que se van a reventar, en el uso que yo le he dado la elasticidad normal me permite hacer buen ejercicio. Recomiendo este producto.",5
0,"ADEMÁS DE LO QUE YA HABÍA DESCRITO QUE ESTÁ ENSEGUIDA.... SE ME ROMPIÓ AL POCO TIEMPO, EL MATERIAL ES DE MUY MALA CALIDAD NO VALE LO QUE CUESTA NI POR SU USO NI POR SU RESISTENCIA.-------La descripción de su utilidad no corresponde a lo obtenido. El trabajo con ligas no suplanta en mi experiencia el trabajo con pesas, por su precisión de los pesos y el movimiento que permite ejercitar los músculos aisladamente. Sin embargo, en este momento de contingencia sanitaria por el COVID, es una buena manera de mantenerse activo y estimular los músculos ya que los gimnasios están cerrados. Nos espero tener para nada desarrollo muscular entrenando con ligas pero sí permite continuar con una rutina poco similar a la que trabaja en el gimnasio. Los broches metálicos son de baja calidad, se atoran para abrir y cerrar. Y las ligas de resistencia son difíciles de calcular para usarlas de acuerdo al peso que se quiere cargar, es sumamente impreciso. Permiten trabajo de baja intensidad y en mis entrenamientos no he sentido la atrofia muscular que siento cuando trabajo con otro tipo de materiales como mancuernas, barras, pesos aparatos, etc. Por el materias con el que están hechas me parece un sobreprecio, lo pagué por la urgencia de no detener mi entrenamiento, de otra manera no las hubiera comprado. De hecho las venderé a un menor precio una vez que termine el confinamiento pues no creo que me sea útiles una vez que abran de nuevo los gimnasios.",1
0,"Las bandas de resistencia son una extraordinaria compra.Suelo ir al gimnasio 2 horas diaria, ahora con la cuarentena eso ha sido imposible, pero las bandas de resistencia han solventado el poder mantenerme en forma. Vienen con un instructivo claro de ejercicios, los colores descriptivos para el peso a modular, son fácilmente portatiles (caben todos los elementos del pack en una bolsa de 10 por 20 cm)y los elementos se pueden combinar para incrementar el peso. Aunque no podrían sustituir al gimnasio, son la mejor opción que he encontrado para acondicionamiento funcional y verdadero reto de ejercicio en casa sin ningún otro aditamento",5
0,"Ahorita para la contingencia, serán una muy buena opción para poder complementar algunos ejercicios que normalmente hacía en el Gym y ahora podré realizarlos en casa. Además de que depende de que tanto uno investigue o revise que ejercicios se pueden hacer, lo que ayuda que sean más versátiles",5
0,"Aparentaban buena calidad y funcionalidad. Las usaba tres veces a la semana para ejercitarme un poco, pero no duraron ni un mes. La liga se partió a la mitad, usando el aditamento para fijarla a la puerta. Me dolió el ligazo en la espalda pero me dolio mas haber tirado mi dinero a la basura.",1
0,"Me gusto muchísimo, ya me había comprado otras anteriormente pero estas tiene mejor calidad y ademas son mas pequeñas, porque a la hora de hacer ejercicio me quedan justas y funciona mejor los ejercicios si están más apretadas, en cambio otras que me he comprado están mas sueltas. La verdad es un buen producto y cumple totalmente su función. Y la calidad es muy buena.",5
0,"Llevo poco tiempo utilizándolas, la calidad es muy buena por el precio. No son de látex, son de tela elástica y vienen muy reforzadas las costuras.Personalmente llevo meses sin hacer ejercicio y por lo mismo, la liga más suave la sentía dura jaja",5
0,"Muy buenas ligas para entrenar, para nada se resbalan como las de latex. No se que tanto durables sean pero llevo 3 semanas y se sienten bien. Llegaron en tiempo y tal como aparece en la descripción. Lo recomiendo",5
0,Están perfectas para hacer ejercicio sobre todo glúteos y piernas no se enrollan ni se bajan se fijan bien me encantaron,5
0,Anteriormente usaba unas de plástico y tenía problema con ellas ya que se enrollaban. Me gustaron bastante sin embargo no las he usado por tanto tiempo como para decir que su resistencia es duradera.Tardó 1 día en llegar!,5
0,"Las bandas son justo lo que esperaba. Tienen muy buena calidad y resistencia. Ya las usé y con la más ligera me basta y eso que llevo tiempo entrenando. Es muy recomendable. La bolsa que me llegó es un poco diferente a la foto, pero no veo ningún problema en eso.",5
0,"Tienen muy buen nivel de resistencia, la más ligera es ideal para principiantes. La calidad del producto es buena, al ser de tela no se enrolla ni se pega a la piel con el sudor, no lastiman. Las recomiendo mucho.",5
0,Me han encantado. Las he usado como 2 meses seguidas con una rutina en ascenso y he notado resultados.Realmente me gustan mucho.No he notado que se hagan feas.Súper y a buen precio.,5
0,"Buena calidad, prácticas",5
0,"Me gustaron mucho las bandas de resistencia, el material es de excelente calidad, muy lindos colores y la bolsa donde vienen es muy practica y linda. Muy recomendado. Y llegó antes de lo esperado",5
0,"El precio ciertamente es inmejorable. Sobre todo para ganar condición en los brazos y piernas para mujeres son geniales. Hay que doblarlas para sentir más resistencia ya que si se usa sin doblarla, se siente como si se fuese a romper.",5
0,"4 pieza por este precio se me hizo una oferta, el material e bueno y la cinta negra trae una esponja para evitar lastimarte cuando estiras l cuando hay mucha tensión, si quieres darle más dureza a las bandas dobladas o junta dos",5
0,"Las compré para mí esposa, y decidí probarlas, fue suficiente con un par de minutos para darme cuenta que necesitaba un juego para mí, en definitiva por el precio la calidad es muy buena y la funcionalidad supera lo que esperaba.",5
0,"La resistencia es ligeramente distinta entre ellas, pero es muy buen precio.",4
0,"No es tan resistente, pero por el precio... Buen producto.",5
0,Muy bueno para ejercitarse,5
0,ESTOY EN TERAPIA DE UN BRAZO Y ESTO ME LO RECOMENDÓ EL FISIOTERAPUETA Y ME HA FUNCIONADO PERFECTAMENTE....,5
0,"Llegaron a tiempo, me gustaron mucho y está bien por el precio.Lo recomiendo c:",5
0,Cumple con el objetivo y la relación calidad-precio es excelente!,5
0,"Buena calidad y resistencia, el precio es excelente",5
0,"Desconfiaba de la resistencia de este tipo de bandas, pero me llevé una buena sorpresa al ver que desde la light la resistencia es muy buena, la calidad es excelente comparándola con las bandas comunes de goma que siempre terminan reventando después de unos meses. La recomiendo bastante para trabajo de piernas y glúteos, no tanto para tren superior ya que son gruesas. Me hubiera encantado encontrarlas en colores más discretos, sin embargo son funcionales 100%.",5
0,"Las he usado una vez apenas y me gustaron mucho. Es importante mencionar que este tipo de bandas son especiales para que NO SE RESBALEN como las ligas convencionales que se suben y funcionan de maravilla hasta el momento. También son más rígidas que las bandas elásticas convencionales. Me han gustado mucho hasta ahora. Los colores están muy lindos, traen su bolsa de plástico cada una, una bolsa tipo ziploc y una de rejilla. Se ven bien hasta ahora.",5
0,Mis bandas estan perfectas tienen la resistencia que esperaba y llegaron muy rapido hasya 10 dias antes de lo esperado.,5
0,"se suponía que me llegarían en mayo y no me han dado respuesta ni me han llegado, pésimo servicio",1
0,"La verdad no me ha gustado que supuestamente lo tenía que haber recibido el 11 de agosto y es la fecha que no lo he recibido, quiero saber si puedo cancelar el pedido por las causas anteriores",1
0,"Lo dudé porque se veían muy baratas para ser buenas peroooo, si valieron cada centavo. Tienen 3 niveles de elasticidad para ejercicio más suave a más exigente. Son suaves, y cómodas. Tienen una capita como de silicon para que se peguen a la piel. Y vienen con una fundita muy padre para cuidarlas mejor. El resto es cosa de uno, ponerse a ejercitar!!!! Las recomiendo! Ah, y me llegaron muchísimo más rápido de lo que decía. Tipo en 10 días.",5
0,"El tiempo de entrega duró exactamente un mes. No hay mucha diferencia de resistencia entre la verde (light) y la rosa (medium). No son igual a la foto de la publicación donde tiene la indicación de la resistencia en cada banda, tuve que entrar a la publicación para saber el nivel de cada banda. En general podría decir que cumplen con la finalidad, sobre todo la morada y la rosa.",4
0,"El artículo ha funcionado muy bien hasta ahora, la elasticidad y la resistencia es lo que esperaba. No se resbala, en fin, el artículo muy recomendable. Incluso el empaque (la bolsita de red) muy bien. Hasta llegó antes del tiempo límite (unos 10 días antes) ¿Cuál fue el inconveniente? El paquete lo dejaron en la puerta de unos condominios que están como a 300 m. de mi casa. El paquete se hubiera perdido, si no fuera porque unas señoras honestas, a las que les importó que entregarme el paquete para que alguien no se lo robara, me lo fueron a llevar. ¿Cómo pueden entregar un paquete sin que el titular les firme de recibido? Ojalá que, tanto el productor como Amazon, tomen las medidas adecuadas para que esto no suceda.",4
0,"Buen material, buena resistencia , buen tamaño.Las tres resistencia están perfectas.Por ahí se Lee que la más fuerte no la pueden usar. Pero eso es porque se ve que no han trabajado fuerza en piernas. Para los que estamos acostumbrados a hacer flexiones y curls en máquina, está decente la resistencia.",5
0,El color de las bandas está muy bonito. Son 3 resistencias diferentes verde<rosa<morado. El material es de muy buena calidad. En efecto vienen en una bolsa tipo red para guardarse cómodamente. Recomiendo lavarlas de acuerdo a su instructivo previo a su uso. Lo único que no me gustó es que no traen su etiqueta negra con la intensidad como en la foto de la página,4
0,"ME LLEGARON SUPER RÁPIDO, SON DE SUPER BUENA CALIDAD!!EL MATERIAL BUENO Y RESISTENTE!ME ENCANTARON!!",5
0,Están perfectas para hacer ejercicio. Tienen silicona por dentro para que no se te resbalen de las piernas. Cada una tiene una resistencia diferente. Están buenísimas y súper resistentes. El ancho perfecto para que no se te enrollen en las piernas y vienen con una bolsita de red para guardarlas. Muy satisfecha.,5
0,"Están súper prácticas vienen con una bolsita para transportarlas, no se resbalan para nada, las diferentes resistencias son notorias entre cada banda y aparte súper bonitas Muy buen producto!",5
0,"Realmente me gustóla calidad y la resistencia del producto, me han ayudado mucho para mi ejercitación en casa.",5
0,Me gustaron mucho. Son excelentes para hacer ejercicios de resistencia y de excelente calidad,5
0,"Excelente producto. Aunque en algunos comentarios se dice que son del mismo tamaño es cierto, sin embargo la resistencia de cada banda es diferente.¡Muy recomendables!",5
0,"Las compre porque son de tela y las de plastico se resbalan, en eso si funcionan muy bien, pues son resistentes. Pero la tension es DEMASIADA, en las tres bandas. No se pueden utilizar mas que para muy pocos ejercicios. Realmente no valen la pena.",2
0,La entrega fue más rápido de lo programado y el producto se encontraba en excelentes condiciones. Las tres ligas por separado permiten hacer un entrenamiento iliaco completo. Super recomendable. Recibí exactamente lo que esperaba.,5
