review,stars
"Estos bastidores se tambalean mucho. Tuve que doblar la basura de ellos sólo para tambalear menos en las monturas. El artesano versatrack es genial, pero realmente no «alinean» cuando se trata de todos sus accesorios y pistas. 2 de mis pistas estaban dobladas y 3 eran ligeramente diferentes color y tamaño. Con todo esto, usar un estante en él no es el mejor, pero hace el trabajo.",3
Siguen cayendo de la pared.,3
"Estuve buscando una solución así por mucho tiempo, te permite ahorrar espacio y organizar tu ropa apropiadamente, de hecho es la segunda vez que los compro, desafortunadamente en estos segundos que compre uno de ellos se dobla con mucha facilidad.",3
No hay gran ahorro de espacio. No es fácil sacar un pantalón cuando hay más de dos.,3
"Cumplen su función, pero son huecos y con el peso de los jeans se van doblando poco a poco.",3
IMPORTANTE QUE LA DESCRIPCIÓN NO DICE ESTO Y PIENSAS QUE EL CURPO DEL GANCHO ES SOLIDO DEFINITIVAMENTE NO SON PARA PANTALONES A MENOS QUE SEAN DE NIÑOS. EL DISEÑO ES LINDO NO OBSTANTE.,3
"Tiene un buen acabado en las orillas lo malo es que los ojillos metálicos que vienen en los círculos de dónde se jala la lona no son tan resistentes y se desprenden rápidamente dejando la lona expuesta y causando que está se deshilache.El grosor de la lona no es tan resistente, ya que no soporta lluvias prolongadas porque deja pasar la lluvia al otro lado",3
"El material se aprecia muy endeble, da la sensación de material corriente, tiene apariencia de material de costal de azúcar, claro, es un producto barato, pero como en AMAZON siempre consigo productos de muy buena calidad, este me decepcionó!Tiempo de entrega y calidad de empaque excelente!",3
"Usado 5 de ellos ya y nuestro único error, pero uno importante, es que los conejitos no son muy extensibles como algunos más viejos que hemos tenido durante muchos años. Veremos cómo se sostienen bajo el sol.",3
"Nos gustó mucho en casa, daba buena sombra en mi patio, pero no aguantó los vientos y duró pocos meses ya que se rompió por la costura donde están los ojillos/aros. Antes de comprarla teníamos una lona de imprenta que duró muchisisisismo más tiempo.",3
"a lo mejor me huberia durado mas, pero si tocan algo y hay algo de viendo por minimo que sea el roce se empiezan a romper y el sol la tosta muy rapido",3
La entrega del producto estuvo en tempo sin embargo la calidad del producto no fue del todo lo que yo esperaba a penas unos días que coloque la lona ya se le notaba algunos pequeños orificios lo que para esta época de lluvias no es de mucha utilidad es por esa razón que no le doy mas estrellas,3
"Muy económica, por lo tanto muy sencilla (muy delgada ) le doy 5 estrellas en relación precio-calidad !",3
"Genial como se describe. Consejo: desenredar dejar reposar 24 horas, luego estirar dejar reposar y luego usar. Usé el mío para un poste de gato herida muy apretado luego en los próximos días me di cuenta de que comenzó a aflojarse haciendo que tenga que rehacer para hacer la cuerda apretada.",3
"Lo compré para mi bicicleta, me sirvió para un par de ocasiones, desafortunadamente se me cayó de las manos y al golpear con el suelo se rompió el mosquetón en la parte movible. Aún así lo puedo seguir utilizando pero me ha dejado un poco decepcionado. No lo recomendaría ni lo volvería a comprar.",3
"El producto era bueno, pero era un poco más delgado de lo que me hubiera gustado. En general, funcionó perfectamente y seguía siendo bastante duradero y seguro y se usó varias veces para diferentes proyectos de d.i.y. Fue un poco costoso, pero un buen producto.",3
Me sorprende que las críticas sean tan buenas como lo son. Estos números están mal mecanizados. Hay muchos defectos viables.,3
Muy bonito. Llegó tarde así que tuvo que devolverlo. Estaba en un crujido del tiempo.,3
Llegó tarde. Bonito número sin embargo. Lo devolví.,3
"Compré estos para colgar luces al aire libre en mi balcón de condominio, principalmente porque pensé que estaban claras. Los clips pueden estar transparentes, pero la tira adhesiva no lo está. Es blanco, haciendo que todo el clip, se vea blanco! En general, el clip funciona muy bien, el adhesivo es fuerte pero no es lo que esperaba.",3
"Sí, son afilados, así que ten cuidado. Funcionan bien en cuanto a abrir y bloquear en su lugar y presionar la palanca para cerrarlos, sin embargo, no se abren a 90 grados. Quería usarlos en las alas de sierra inglete para un rollo plegable alrededor de la mesa de inglete y se abren a alrededor de 93+ grados. Sólo importante en esta aplicación estoy seguro, pero si los estás usando para esto o los necesitas nivel (me sentí atraído por el bajo precio para 4 de ellos) tendrás que calmarlos para conseguirlos perfectos. Están remachados por lo que no hay forma de ajustarlos a menos de doblarlos?",3
"Al llegar solo es una pieza del soporte, un solo lado, la foto es engañosa y la descripción también, las medidas no corresponde a un solo soporte. No lo devolví porque de todos modos lo use.",3
"Esta hermoso y funcional,sólo que es muy pequeño.",3
"Estos llegaron luciendo bien, pero al instalarlos me encontré con que estaban un poco fuera de lugar cuando estaban abiertos. Suficiente que tuve que doblarlos para hacerlos funcionar. Debe asegurarse de diseñar el patrón de orificios donde debe estar y no solo transferir las ubicaciones del agujero de las bisagras. Si transfiere las ubicaciones del agujero, estarán fuera tanto que las bisagras no se cerrarán. Se pueden hacer para trabajar, pero hay que tener cuidado al colocar los agujeros. Robusto una vez montado, pero falta control de calidad. Los patrones de agujeros eran diferentes en ambas bisagras que recibí.",3
"Creo que ya nadie usa este tipo de protecciones a la hora de ensamblar una pc pero si quieres darle esa protección extra a la hora de ensamblar tu equipo adelante, te funcionaria igual un pedazo de cable conectado a una pulsera de metal.",3
No funcionó para mí,3
"El producto es así como se ve en la foto, un color muy bonito y muy impresionante con tantos adaptadores para viajar por todo el mundo. Yo no entendí por qué traía un fusible de repuesto. Hasta que dejó de funcionar casi al momento de empezar a utilizarlo. Cambié el fusible y volvió a funcionar, pero a los minutos el nuevo fusible se fundió y me quedé sin adaptador, compré uno muy sencillo en una ferretería por 1.80 € , por cierto, la cajita con fusibles me costaba 2 € . No vale la pena el gasto, la verdad.",3
"Las especificaciones no coinciden con las especificaciones de la fuente de alimentación original.Por lo tanto, lo tiré creyendo que podría dañar el punto de eco.El original se ha arreglado desde entonces.",3
"Funciona hasta ahora (en uso durante un par de meses). Pero muy pesado, alrededor de 7-8 kilos, que no es como se anuncia.",3
"El producto bien pero no me sirvió, esperaba que fuera bifásico y no resultó ser. Por los demás todo el servicio de entrega y calidad excelente.",3
"No funciona totalmente con Alexa.Los comandos no los reconoce a la primera, responde de forma lenta y no tan precisa.Lo probaré un tiempo, sino me convence lo devolveré.",3
"Mala adhesión, tanto en cerámica como en madera.Tuvimos que retirar la cinta incluida (pre-pegada en el soporte) para reemplazarla con un producto industrial.",3
La calidad va acorde al precio. No son los mejores pero cumplen su función. Con el uso (poco) se llega a separar el material.,3
Las canaletas son buenas y con adhesivo fuerte y facil de instalar pero los conectores en forma T tienen unos sujetadores muy debiles que incluso se rompieron al instalarlos.,3
El producto tiene las patas muy gruesas . En algunos apagadores no entran.,3
"Aunque cumple su función, a mi me pareció una manguera de las que usan las lavadoras. Mejor hubiera comprado una manguera para lavadora 🤷‍♂️",3
Iba a usar este artículo para administrar el cableado que rodea mi sistema AVR y TV. El producto en sí se puede adquirir en los pasillos de fontanería y eléctricos en una tienda tipo HomeDepot a un precio mucho más barato y cortar a medida. flexibilidad. Decidió ir con una solución tipo tela.,3
"Si desea utilizar ambos tomacorrientes, el ángulo del diseño significa que tiene que forzarlo en su lugar. Es un poco extraño; no puedo imaginar un escenario donde alguien quisiera usarlos en una toma de corriente, pero no en la otra, así que no sé cómo no lo probaron para dos puntos de venta adyacentes. Parece funcionar bien en general, pero el diseño necesita un poco de trabajo.",3
"En realidad es difícil encontrar una guiá de 60m a este precio (500+), el único detalle es que el mango es muy endeble y tienes que tener cuidado por que es fácil de romper. por suerte tenia una guia mas corta en casa y le cambie la carcasa y sin problemas.",3
Se le rompio la agarradera negra de plastico al 2do dia. El cable es muy bueno muy manejable.,3
La naranja ya no funciona la parte donde viene una conexión :( bien rápido comenzó a fallar.,3
"Pensé que los cables estaban unidos, pero sólo estaban en cola juntos. Esperaba tener una mirada limpia haciendo que se dividieran solo cuando fuera necesario. Funciona según lo previsto pero decepcionante con tiempos de entrega de COVID lentos y dificultad para volver. Usaré un poco de alambre, pero tendré que atar el cable y se verá un poco menos elegante.",3
"Los colores están fuera de la imagen anunciada, pero además de que parecen bien",3
"Para salir de un apuro, más o menos",3
Caro! Y se rompe muy fácil ! Al meterlo por la manguera y jalarlo se arrancaba y se rompía,3
Buen producto fácil de usar pero se siente algo frágil y al pelar el cable se llegan a desprender algunos alambres.,3
"El producto bien, el servicio muy lento",3
Envió anticipado y el estuche es muy practico.Precio un poco elevado.,3
Sin duda fue la forma en que lo montaba lo que fue la frustración y terminé cortando la fina y endeble base de goma fuera de su cubierta. La cubierta superior tiene la sección que se puede empujar hacia abajo las varillas roscadas. Podría haber preferido un diseño de plástico duro en su lugar. No lo compraría otra vez.,3
" El material del cable no puede verse porque esta cubierto de tela pero se siente de buen grosor. Sin embargo, la clavija es como de baquelita y no se siente de mucha calidad, mide 30 cm con todo y la clavija grande, lo que te da como 20 cm de cable y como se puede ver en el video, la clavija para conectar este y la que se usa para conectar otra cosa están del mismo lado y no se puede acomodar cómodamente. Sirve pero nada más.",3
"El enchufe queda del lado contrario que los enchufes en la regleta por lo que al usarlo de tiene que torcer el cable y por lo ancho y resistente del mismo tiende a regresar a su posición normal, esto lo hace difícil de poner bien en el suelo o en una pared",3
"El producto es bueno, se ve y se siente resistente sin embargo; el único detalle es que tanto la caja como lo que se anuncia, no es cierto, el cable no mide los 30 cm que se indican. De hecho la dimensión de los 30 cm es desde la cabeza del enchufe hasta donde termina el multicontacto.",3
Cumple su función pero es extremadamente ancho de su diametro no te permite usar dos iguales en un mismo contacto ya que el contorno del diametro obstrulle el segundo contacto del tomacorriente esto fue lo único que no me agrado. Sirve para instalarlo en enchufes de un tomacorriente solamente,3
"El dispositivo hace lo que promete muy bien. Puedes controlarlo desde tu app en el teléfono o lo puedes configurar con Google Home o Amazon Alexa y va a funcionar bien, el problema es que tiene desconexiones constantes con el WiFi, por ejemplo, si por algo se va el internet un segundo, el aparato no se vuelve a conectar automáticamente, tienes que desconectarlo y volverlo a conectar para que se reinicie y establezca conexión de nuevo. Quisiera que fuera un poco más confiable en ese sentido, que si hay una eventualidad con la conexión, no tengas que desconectarlo y volverlo a conectar manualmente para que funcione correctamente, porque afortunadamente lo tengo en un outlet que está fácil de acceder, pero si lo tuviera atrás de un mueble o en algún lugar difícil, creo que ya lo hubiera dejado de usar.",3
"Uno de ellos funciona correctamente. El otro se desconfigura y hay que estarlo reconfigurando, de otro modo no se puede usar.No lo volvería a comprar.",3
"Muy bueno el producto, pero 1 de los 4 enchufes no funciona.",3
"No me gustó que pierden constantemente comunicación con el router, hay que desconectarlos y volverlos a conectar para que los detecte nuevamente el wifi, yo que tengo 4 tengo que hacerlo manualmente si se va la luz o el router cambia direcciones ip.Otra cosa que no me gustó es que la aplicación tiene el temporizador en segundos y no en minutos, para poder poner los segundos hay que mover una barra que no permite poner la cantidad de segundos exactos que yo quisiera programar. En general se ven de buena calidad y esta certificados",3
"Me encanto el producto. Lo que no dice la publicacion es que si tu tienes una lámpara que deseas poner al enchufe. Debe de ser una lámpara que se mantenga prendida al momento de conectarla a la luz. Es decir, si tu lámpara normalmente la conectas a la luz y muestra un foquito rojo que te indica que está apagada entonces no funcionara con el enchufe Wi-Fi Smart Plug.Si tu lámpara no tiene esa programación de mostrar una luz roja para apagado, entonces si funciona a la perfeccion.Los equipos que al conectarlos y que muestran un foco rojo de apagados no van a funcionar porque necesitas prenderlo físicamente para iniciarlo.",3
"Complicada la configuración tiene 2 identificadores uno el aro de luz y el otro el switch, algo confuso y algo inestable se desconfigura, finalmente después de 2 semanas parece estable",3
"compre dos contactos, uno según mi experiencia ha funcionado muy bien, el segundo, se apaga, no prende cuando debería con el timer y en ocasiones no lo reconoce el asistente de Google, lo deje en la noche prendido y al amanecer estaba apagado, aun sin haberle dado la orden de apagar y sin timer, creo que salio fallo",3
"La instalación inicial es un poco complicada, se agradecería que fuera más sencilla (a comparación del smart bulb de la misma marca que se configura considerablemente más fácil).Se puede utilizar la app (disponible para iOs y Android) y es compatible con los dispositivos Amazon Echo (Alexa), el pero es que se desconfiguran con cierta frecuencia, lo cual hace perder el sentido de utilidad.",3
"Aprecio que tenga un apagado automático en caso de que sobrecargue el enchufe. Muchos otros fabricantes aquí resultan en la quema de plástico o peor cuando eso ocurre, en base a las críticas y fotos que he visto.El inconveniente es que a pesar de que se anuncia como soporte de IFTTT, no pude sincronizarlo con Smart Life sin importar el método que intenté. Tenía al menos 20+ intentos fallidos antes de darse por vencido. Es por eso que lo compré, para luces de árbol de Navidad, pero ahora me quedo con un enchufe que no se puede usar sin la aplicación eWeLink. Genial, otra aplicación que necesito agregar a mi teléfono.",3
"Compré tres S31. La aplicación de configuración rápida (para iOS) me falló. Usé el procedimiento de configuración alternativo, pero está documentado incorrectamente. La copia impresa y los documentos en la aplicación dice que mantenga pulsado el botón durante 5 segundos. Más cerca de 23 segundos en mi experiencia antes de que la red ITEAD estuviera disponible.De lo contrario, funciona lo suficientemente bien.",3
"El material del cable no puede verse porque esta cubierto de tela pero se siente de buen grosor. Sin embargo, la clavija es como de baquelita y no se siente de mucha calidad y no hay manera de meter una clavija de tres picos porque el mismo conector estorba para que la pata de tierra quede fuera. Definitivamente, he comprado mejores. Y no salio taaan barata como para esté más o menos",3
"No es mal producto y funciona bien. No huelen feo. El problema es que la clavija (la parte que se enchufa a la corriente) tiene una forma muy extraña, es demasiado grande y estorbosa. Ademas ya conectada queda como en ángulo y el cable termina estorbando también, o sea, la extensión está mal diseñada. No la recomiendo.",3
"Pensaba que las reseñas eran exageradas pero de verdad, la extensión apesta como si la hubieran transportado en un camión de cebollas o algo así, tuve que lavarla con cloro y el olor no se fue al 100%.",3
"No recomiendo este cable de extensión para un invierno canadiense. Es frágil en el frío -30. Sin embargo, es un gran cordón para climas más cálidos o uso en interiores. Si es para esa aplicación, lo recomiendo encarecidamente.",3
"Compré un cable de extensión de 25 pies que estaba en un precio relativamente mejor que otros tamaños. Es bastante resistente y se ve resistente. Sin embargo, es muy grueso que la capacidad limitada para sacar el cable a través de la esquina de mi puerta de garaje (para instalar cámaras CCTV). También espero que pueda clavarlo, pero no tiene espacio/medidas para hacerlo.",3
"A -21, se mantiene rígido. No serás capaz de rodar ni hacer nada con él. He visto otros cables que son flexibles a -30. Aparte de eso, sirve para el propósito.",3
"No se ve de mala calidad del todo, sin embargo no es como se describe en la publicación.1.- El tambor donde se enreda el cable no es de metal, es de plástico que no parase de uso rudo, la parte tubular que lo sostiene si es de metal.2. - Se indica que es de 15 mts pero son 14.5 mts (1/2 metro pueda hacer la diferencia entre trabajar comodante o no)3.- El foco que indica que esta encendida es al parecer un led de luz blanca, no se distingue en lugares luminosos.4.- La clavija no es ergonómica como se indica, es normal (no se ve de mala calidad)Da la impresión de que por ser productos destinados a latino américa los detalles no van a ser tomados en cuenta y se les pasa por alto, seria recomendable que el fabricante mantuviera el mismo nivel de calidad y especificaciones en sus productos (tal y como lo anuncia). Por lo demás el cable y los contactos no se ven de mala calidad.5.- No se indica si el cable es 100% cobre",3
conecté una laptop y no funciona con otros aparatos si funciona,3
El material es bueno. Pero el zócalo están tan cerca el uno del otro que incluso el enchufe es un poco grande entonces por lo que no puede usar el zócalo adyacente,3
"Este portafusibles es un producto aceptable, te puede sacar del apuro. Funciona correctamente y los materiales son buenos. El problema aquí es que los fusibles no entran bien en el soporte, las entradas están muy pequeñas y las patas o cuchillas del fusible no entran del todo y la parte que entra queda muy apretada, por lo que una parte de las patas quedará expuesta. No sé si sea un detalle exclusivo de mi paquete o todos vengan así, pero al menos todos los portafusibles de mi envío tienen ese problema. No lo devolví porque me sirvieron para solucionar mi problema pero no quedó tan profesional como me hubiera gustado.",3
"Me deja mucho que desear el acabado, ya que no cuenta con funda protectora, la base o pata para sostenerlo tiende a quedarse atorada.En cuanto al uso de perilla selectora, en mi caso fue un poco confuso, no sabia se seguia en ohms o estaba ya en volts dc ya que no trae señalado donde termina cada escala.3 estrellas siento que son pocas pero 4 estrellas serian demasiadas",3
"Precio bajo y buena calidad, pero no trae el cd que dice la descripción que viene con el paquete.",3
"Me gustaría calificarlo de mejor manera pero le falta mucha calidad, su precio lo dice todo y no se le puede exigir más. Cumple con su función pero desgraciadamente los materiales se nota que son muy frágiles.",3
"Funcionan bien si el cable es de un solo forro, si tiene un forro de proteccion no funciona (por ejemplo cable de bocinas con doble forro). Tambien si piensas emplearlo en cable duplex, no funciona, hay que despegar el cable y despues cada hilo pelarlo por separado. Aunque dice funcionar con cables de calibres desde 10 a 22, intente pelar cable calibre 14 y le costaba agarrar bien el forro.",3
Materiales con los que esta hecha la herramienta: 3.5/5Ergonomia: 4/5Calidad de los acabados: 3.7/5Funcionalidad del pelacables: 4.2/5Funcionalidad de la ponchadora: 2.7/5Nada mal para ser una herramienta de marca no reconocida.,3
"La relación costo-calidad es algo alto, ya que encontré un producto de la misma calidad a un costo mucho menor, no funciona muy bien para cables de calibre grueso, aún cuando ajustas la presión de la pinza",3
"La pantalla no se ilumina, es demasiado voluminoso, los materiales de las puntas es pobre, cuesta trabajo conectarlas al amperímetro, no es practico para medir corrientes en motor de automóvil, materiales del amperímetro 8; la pantalla es básica grande pero no se ilumina como en la publicación.La capacidad de 600 amperes suena bien.Recomiendo ver dimensiones físicas",3
"Los materiales son un poco endebles en la parte posterior del multimetro aunque tiene buena protección frontal y lateral, el inconveniente fue el detector de voltaje llegó con fallas en el botón de encendido, motivo por que lo regrese",3
"Buen producto,No esperen mucho por la pinzas, la calidad no es tan buena",3
Las pinzas no buenas mala calidad,3
"Para ser guía, no funciona muy bien Ya que una curva no la pasa, se enreda mucho y es difícil de manejar.",3
"No se ha dado la oportunidad de comprobar su funcionamiento ya que aquí no hay una corriente eléctrica inestable; se compró más por prevención que por otra cosa. Espero que cuando haya corriente inestable, funcione bien. En cuando a los acabados, el plástico se me hace de baja calidad, incluso siento que se calienta demasiado a comparación de otros reguladores que tengo.No recomendaría tenerlo en suelo de alfombra por el riesgo de que con el calor generado se incendie algo. Recomendaría más invertir en los que tienen carcasa de metal. Incluso, tengan cuidado porque éste sólo es regulador, aparte necesitan un supresor de picos. En la misma caja menciona sus características.Pero quizá lo que más me ""molesta"" es que incluso sin tener conectado nada, gasta 10W constantes, es como tener un foco led siempre encendido. No veo la necesidad de que gaste tanto, otro Koblenz que tengo gasta solamente 1.5W en estado de reposo.",3
Al principio funcionó bien pero después de un día que se interrumpió la energía eléctrica comenzó a fallar y desde entonces no lo eh podido hacer que funcione. El interruptor me apaga el foco después de prenderlo como a los dos o tres minutos. Ya lo he dado de baja infinidad de veces y lo he dado de alta y sigue apagando el foco solo. No tiene ningún temporizador ni función de encendido y apagado automático. Ya no se que hacer y desafortunadamente ya no me aparece la opción de devolución. Ayúdenme que hacer en este caso,3
"Es un poco complicado para configurara ya que no trae instrucciones muy claras para hacerlo, además de eso mandaron un producto diferente al queMe vendieron ya que compre uno que no necesitaba neutro y me mandaron uno que si lo necesita, además que decía envío gratis y me cobraron el envio",3
"Los interruptores de 1, 2 y 3 botones funcionan muy bien y son muy fáciles de configurar.Incluso la integración con Alexa es también muy sencilla y funciona muy bien.El acabado de Cristal templado se ve muy bien y tiene muy buen diseño.Estaba tan contento con el dispositivo que compré para toda la casa y funcionan muy bien.El único problema que tuve es con el interruptor con Dimmer. Ese de plano no funcionó como yo esperaba. En un inicio puse focos tipo Vintage Dimmeables y estos parpadean mucho al momento de bajarles la intensidad a menos del 100% (al 100% encienden bien pero la finalidad de este interruptor es poder bajar la intensidad de los focos.) Posteriormente cambié los focos pensando que ese sería el problema y puse focos LED Dimmeables y nuevamente tuve el mismo problema.Ya revisé las especificaciones del dispositivo pensando que había excedido la capacidad de Watts pero no fue así y menos con los focos LED que son de muy bajo Wattaje.",3
"Si sirve, bonito, agradable al tacto. PERO al menos en México son pocas las casas que tiene cable neutro, ese es un factor que se resuelve pero tienes que traer a un eléctrico para ello (costo adicional).Ya instalado, se conectó y sincronizó relativamente fácil.El gran problema es que se desconecta muy frecuentemente de la red, al menos dos o tres veces por semana, eso da flojera, llegar y tener que volver a establecer el vínculo entre el contacto y el WiFi debería ser un asunto de una sola vez en la vida!!! Tengo otros productos de domótica marca Philips y la verdad es así, solo he tenido que vincularlos una sola vez desde que los compre hacer 6 años!!! Éste contacto no tiene ni dos meses de haberlo comprado y ya lo he tenido que sincronizar por lo menos 7 veces, no, no es muy smart que digamos.¿Lo volvería a comprar? NO",3
"Tal vez por qué es de luz cálida no muy me gustó, me equivoqué debí pedir el de luz blanca, buena marca buen precio y si es cálida su luz",3
Por alguna razon no me duro mucho.,3
Uno venía fundido,3
"Compre 6 de estos focos, uno de ellos dejo de funcionar después de 7 meses, los compre en abril y para octubre uno se fundió, lo cual me hace dudar de su control de calidad.",3
No da mucha luz cómo esperaba. En home deport venden mejores con mejor precio. Y ojo con la luz si es muy blanca (más de lo que esperaba),3
"No me terminaron de convencer porque para usarlas con películas o videojuegos hay que hacer que el videojuego via streaming se vea en una laptop con la app de phillips hue, sino no jala. Hay apps de celular que supuestamente te ayudan pero necesitas que la cámara apunte a la pantalla para que medio reconozca los colores y los reproduzca. Ojalá mejore phillips este tema.",3
"Buen surtido pero demasiado pequeño para uso general. Estos serían buenos para pequeños proyectos nano o micro como luces indicadoras. Si usted es un constructor o diseñador estos led sería perfecto para colocar en placas de PC para indicar que la sección está recibiendo energía o funcionando. En cuanto a mí, son demasiado pequeños para aplicaciones que producen luz o grandes indicadores de uso general o indicadores de estado. No hay quejas sobre la calidad, simplemente no tengo uso de diminutos leds. Lo más probable es que sean un gran colector de polvo para mi banco de trabajo.",3
Hay que fijarse que tipo de conexión esSino no será util,3
"Al pedir esta hermosa caja de piso (no barato), estaba tan emocionado de tener un receptáculo de piso de la sala de estar, pero también que sería capaz de cargar nuestros dispositivos. Incluso el electricista no se dio cuenta de que los puertos eran para teléfonos y no puertos USB. Los teléfonos fijos se están convirtiendo rápidamente en una cosa del pasado. Si sólo hubiera habido una descripción más clara del producto, simplemente decir el tipo de puerto (USB), en lugar de dar números que un profano como yo nunca entendería, entonces no habría cometido este error. Mi culpa, ya que la mitad de esta caja es inútil para mí y ya está instalada, así que no puedo volver. ¿ENERLITES tiene una pieza de repuesto USB para el lado del puerto del teléfono?",3
"Robusto de la parte superior de la caja de línea, pero la instalación de los interruptores de falla de arco a menudo necesarios con coletas hace que sea una caja de aspecto desordenado y lleno de gente. Sería mejor si la barra neutral estuviera en la parte inferior de los interruptores.Este cuadro se utiliza normalmente como un subpanel y, como tal, a menudo necesita una barra de conexión a tierra. No viene con uno que parece tacaño teniendo en cuenta que no regalan exactamente estas cajas. Conduje 20 millas para conseguir el bar sólo para descubrir que estaban fuera. La orden de barras de Amazon vino de 2000 millas de distancia, tomó una semana y no es exactamente una ganga en sí.",3
"No es lo que esperaba que la descripción de esta caja de interruptores no es correcta. No viene con un interruptor de 70 amperios. Entonces, ¿cómo se puede clasificar como una caja de interruptores de 70 amperios si no hay interruptor? pero lo hice funcionar",3
"El centro de carga Siemens es una buena unidad. No soy un profesional, pero he usado dos de estos para tiendas de madera en dependencias.Mi única queja real es que el interruptor principal era inoperable, y siendo un aficionado, tomó un tiempo antes de llegar a esa conclusión y pedí un interruptor de reemplazo de $50. En las listas para el reemplazo, parece que varias personas han tenido el mismo problema.De lo contrario, desearía que las direcciones tuvieran un poco más de información para los inexpertos, pero realmente hay muchos recursos en línea y en la mayoría de los lugares solo los electricistas autorizados pueden estar jugando con estas cosas.Me gustan los autobuses de cobre. Parece que no hace tanta diferencia, pero son solo unos pocos dólares extra, así que a menos que esté comprando en masa, parece que vale la pena más que el aluminio.",3
"El Enchufe Smart Plug, no se conecta a la red con la App Smart Life, no lo detecta. presionando el botón ""ON"" 5 segundos parpadea, pero no lo detecta la APP. Mi red es 2.4G y tengo conectado otro smart plug de otra marca con la misma App y en la misma red y mismo celular funcionando Ok y este nuevo, no lo detecta y no se conecta, lo intenté varias veces. Contacté soporte de Fullmosa USA para pedir instrucciones de como restaurarlo de fabrica. Solo me contestaron para decir que cheque si estoy conectado a la red 2.4 ó que el producto puede estar roto y contacte a amazon para devolución. El manual incluido es muy básico y no, Mal servicio de soporte pues no me indicaron como resetearlo para intentar de nuevo la coneccion.Tuve que averiguar como restaurarlo y hacerlo operativo para que funcionara la conexión a red y la App. El Enchufe/Plug cumple ya su funcion.",3
"La instalación es fácil, pero una vez que se cierra es difícil de volver a abrir, especialmente es frío congelado y difícil ver dónde está la pestaña abierta, ya que la cubierta bloquea su vista. Sería bueno si se abre un lado y un mejor diseño de la pestaña de apertura.",3
El producto es genial. Pero no puedes comprar más de una con tu cuenta. Tienes que comprarlos por otro lado como un distribuidor electrico o con diferentes cuentas de Amazon.,3
Se siente muy débil el material para el precio que cobran.,3
Una forma asequible de reemplazar una cubierta vieja y desgastada. Desearía que las tapas se abrieran un poco más.,3
"No es lo mejor del mercado pero me ha funcionado varias veces en estos meses.Mi producto llegó abierto, al parecer venía ""usado"" porque el producto tenía sus plásticos y caja abierta.Tengo conectado mi monitor ps4 y PC gamer en los protegidos y a podido sostenerlos todos juntos ( en un stream) con lo cual creo que es bueno.En ocasiones hace algunos ruidos extraños pero en unos minutos después vuelve a la normalidad.",3
"Ojalá se pudiera seleccionar la orientación de los contactos, ya que esperaba que viniera con los contactos horizontales, igual pensaba que el utilizar solo un puerto de carga USB daría los 4.2 Amp. pero no, cumple con su función de regular el voltaje pero si quedó a deber con los puertos USB.",3
"Vale más la pena cuando está en oferta (me costó como 400). No estoy tan seguro que que tanto proteja porque me prende el foquito de que no está conectado a tierra, lo compré más que nada por las salidas y el precio, viendo que mucha gente dice que no le sirve, viene abierto, usado, o el paquete está maltratado, buscaría otro protector, no quiero decir que este en particular esté mal o no funcione, pero como se vende como un protector y hay muchas quejas de control de calidad revisaría otras marcas, la calidad es algo baja como para pagar el precio normal por ella, el plástico se siente muy barato y no menciona nada de proteger contra el fuero o ser retardante.",3
"En general el producto parece de buena calidad, APC es de las marcas lideres de energía. IMPORTANTE: No es compatible con Alexa en Mexico, y la aplicacion de APC no esta en la store de google, tienen que buscar en paginas de terceros para poderla instalar. La apk aunque sencilla de instalar y usar, las funciones de ""automátizacion"" de prender y apagar no siempre funcionan.",3
"Me llegó uno negro en lugar del blanco que pedí, fácil de instalar y usar con Alexa en México, ora los que dicen que no se puede, necesita su cuenta de kindle de usa, y en el caso de android descargar la app de APCHome en apk mirror y en iOS, necesitan una cuenta de Estados Unidos",3
"Realmente me gusta el diseño redondo para encajar grandes enchufes y adaptadores en él. Puse la base inferior dentro del gabinete del escritorio de mi computadora y tengo el PC, módem, enrutador, impresora, etc. enchufado en él. El pequeño cargador USB que se conecta a una toma de corriente para utilizar como un cargador USB y luz nocturna. Tomó un minuto para averiguar los ajustes del interruptor de luz táctil ya que no estaban en instrucciones, pero funciona muy bien. El gran negativo de esta regleta de alimentación es que los receptáculos son de ajuste suelto. Dado que el mío está en el armario y no se mueve, por lo general no es un problema, pero si comienzas a mover cosas, puedes tener enchufes cayendo desconectando tus dispositivos.",3
El producto lo compre para una caminadora y resultó peor que no tenerlo conectado debido a que cuando varió el voltaje el regulador hizo que variará la velocidad de la caminadora obviamente eso no está bien y ahora solo tengo conectada la caminadora sin y hasta ahora todo funciona bien aunque si pienso comprar uno,3
"son buenas ,pero tiene un su parte trasera una pedacito de plástico que no deja encajar bien en la tomada y tuve que cortar todos esos",3
"La pestaña de plástico no se alinea correctamente con una toma GFCI estándar. Probado tanto en una nueva y d salida GFCI, el mismo resultado. Para que encaje en la toma de corriente, debe romper la pestaña. De lo contrario, es una buena forma de perfil más bajo de agregar algo de espacio de salida. Con la forma en que las puntas electrónicas son ahora que tienen los bloques de protección contra sobretensiones incorporados encuentro que puedo usar de manera realista 4 tomas en lugar de 6, pero eso es mejor que 1-2.",3
