,review,stars
0,"El empaque llegó en buen estado y completo, los conejitos de chocolate como siempre muy ricos y con la calidad Turín. Pongo fotos antes de que me los termine.",5
0,"😌 Estos conejos son deliciosos! , llegaron rápido y su sabor es muy bueno, me gusta comerlos con un pan y café, excelente regalo para tu pareja.",5
0,"Al parecer se derritieron, me los entregaron todos deformes.Tienen muy mal aspecto cuando quitas la envoltura.Muy mal este producto.",1
0,Me llego abierto y descaradamente con la basura de los conejitos que se tragaron. Es un abuso 😡,1
0,"El empaque estaba abierto, sello de seguridad roto, faltan piezas y además no tiene devoluciones 😤Es una lástima, siendo ""prime"" y que llegue de esta manera¿Qué seguridad me da comerme esos chocolates?",1
0,"Sabor delicioso, el empaque llegó sellado y entrega eficiente. Es la segunda vez que los compro en línea y todo perfecto.",5
0,"Son como las que te dan en el restaurante chino, aunque quede un poco confundida que el empaque dice comida Gourmet japonesa y hecha en Estados Unidos, así que me puse a investigar un poco y oh sorpresa originalmente estas galletas son de estados unidos, todos los días se aprende algo nuevo. El sabor es bueno pero no espectacular por eso le doy 4 estrellas.",4
0,"Tenia años de no comer galletas de la suerte y esta marca me dio un buen recuerdo de la infancia, la presentacion es individual, sabor a vainilla bastante agradable, crujientes al morder, se puede usar como postre luego de la comida o como un tentepie de vez en cuando, definitivamente volveria a comprarlas.Cabe mencionar que los presagios son en español, bastante positivos y por la parte de atras traducidos a idioma inglés.",5
0,"Excelente precio, muy buen sabor y muy buen producto.",5
0,"A toda la familia nos gustaron, las compre porque tendriamos un dia tematico Chino. Las galletas vienen en empaque individual, eso lo hace super practico y ademas ayuda a que se conserven. Tienen un sabor muy rico y sin duda las volveremos a comprar.",5
0,Están súper ricas y ademas en la caja vienen ideas de como decorarlas para servirlas de forma más creativa.,5
0,"No tiene un sabor especial, un poco azucarada y los.mensajes de la suerte muy genéricos de hecho no tiene números de la suerte. El empaque esta bien, lo mismo que el precio, aunque se me hace un tanto caro para lo que es.",3
0,El sabor es agradable y el papelito con la frase (en español e inglés) lo hace especialLas recomiendo mucho🤗,5
0,Llego a tiempo y bien me gusto el producto y si es lo que prometen en la venta y lo mejor que vienes en ingles y español los mensajes dentro de las galletas.,5
0,"El empaque llegó bien por fuera, pero dentro de la caja la mitad de las galletas estaban rotas.No tiene buen sabor, entiendo que están baratas, pero no las volvería a comprar.",1
0,"Llegaron en el tiempo que indicaron, el empaque bien cerrado, pero las galletas están aguadas y no crujientes",1
0,"Todo está bien , pero después de comer un par de ellas te das cuenta que solo tener 2 piezas por empaque genera un gran desperdicio de envolturas. Aún para pequeñas comidas fuera individuales se ocupa un par de paquetes al menos.",3
0,"La caja llegó en perfecto estado. Los empaques están enteros y no hay producto quebrado. El tamaño de las tostadas es el mismo que venden en la tienda. La caja trae 100 paquetitos de 2 tostadas cada uno. Son del mismo color que las salmas tradicionales. A mí gusto se excedieron con el numero de bolsas de embalaje, traía como 10 bolsas infladas que al final terminaran en la basura. Supongo que también lo hacen por la gente que se queja de todo :(",5
0,"Después de pedirla tenía muchas dudas de que calidad me presentarían quede sorprendido, las amo su sabor su textura sin grasa sin aditamentos realmente de maíz horneado en paquetes individuales sería lo único que cambiaría dada la contaminación de plástico de ahí en más las seguiré comprando",5
0,"Muy mala calidad de producto, la mayoría de los paquetes tenían las tostadas aguadas, he comprado este producto en varias presentaciones y nunca me había pasado que las tostadas vinieran en tan mal estado, la mitad de los paquetes eran incomibles, el precio no vale arriesgarse para obtener esta calidad.",1
0,"Los empaques son de 2 piezas cada una, pensé que iban a ser de mas piezas, llegan en una caja relativamente pequeña, deberían especificar bien en la descripción o título de cuantas piezas son en vez de poner el gramaje ya que eso no sirve de mucho y uno se va con la finta.",3
0,"PROS:*El producto llegó en tiempo y forma.*El producto no presentó ningún tipo de maltrato.*Si llegan los 100 paquetitos que menciona la publicación.*Precio-cantidad bastante bueno (140MXN)CONTRAS:*El tiempo de caducidad en comparación a cuándo las compras en tienda física. Las compré el 01/07/20 y caducan el 15/09/20. Tienen de vida alrededor de 75 días para acabárselas.*Hay algunos paquetes que tienen galletas cero crujientes, es decir, pareciera que estuvieron abiertas y se endurecieron, como si solo hubieran re etiquetado la fecha de caducidad.Me encantó el producto y sin duda alguna volvería a comprar; pudiera considerarse un poco caro, pero es bastante difícil encontrar Salmas azules en tiendas físicas y el tiempo de entrega es al siguiente día.",4
0,"Las tostadas están muy buenas, ¡Solamente si les quitas todas las partes quemadas! Y tienen MUCHAS. Sobre todo las esquinas. No es nada agradable estar comiendo cosas quemadas. Tendré que contactar a la empresa directamente porque compré una caja de más de un kilo y hasta ahora ninguna de las tostadas me ha salido sin quemar. ¡Qué fiasco!",2
0,"Ojo, estos paquetes traen 2 tostaditas por paquete. Los paquetes que venden en las tiendas, traen 3 tostaditas por paquete, para que hagan bien la matemática de costo beneficio. El sabor es bueno, casi igual a las tostaditas de linea.",4
0,"En la descripción no se menciona que vienen 2 galletas por empaque. El sabor es bueno, pero están un poco más blandas que las del empaque amarillo.OJO, a mi NO me vinieron los 100 paquetes, solo vinieron 93.",3
0,"El producto definitivo es de calidad, sólo OJO:- La presentación es diferente a la que se encuentra en los supermercados - los paquetes individuales sólo contienen dos galletas.- Algunos paquetes se nota que han estado en Almacen mucho tiempo - las galletas están duras e insipidas.",3
0,"La verdad son para un regalo, llegaron en excelentes condiciones, bien protegido el paquete, son muy ricos estos chocolates.",5
0,"Regalo de cumpleaños, le gusto bastante",5
0,Llegó rota la caja y aplastados los chocolates,2
0,Excelente. Todo muy bien,5
0,Bueno,5
0,Llegaron en tiempo y forma.,5
0,Excelentes productos. Son un regalo que se aprecia siempre en esta temporada.,5
0,Llego rota la caja,1
0,llegó correctamente,5
0,Mis chocolates favoritos!!,5
0,"empaque de 3 piezas,en caja original cada uno, selladosbuena caducidadsi conocen el dulce no duden en comprarlos",5
0,"Muyyy buenos los skwinkles, llegaron antes recomendable",5
0,Llegó a tiempo y súper ricos,5
0,Excelente producto. Además de que sí. Riquísimos están en muy buen estado. Vale la pena por la cantidad de producto.,5
0,Están súper ricos! Lo malo es que si te descuidas acabas con ellos en unos pocos días jaja,5
0,Muy fresco el producto el chocolate demasiado dulce.,4
0,"Fue para un regalo, así que los pedí haciendo un salto de fe en el sabor. Me comentó la persona que están deliciosos, tienen un sabor semiamargo. Así que definitivamente valen la pena comprarlos. Los recomiendo.",5
0,Muy frescos y si saben a chocolate chocolate,5
0,Muy buen producto llegó bien empacado y sabe muy rico,5
0,"Muy sabroso, lo volvería a comprar sin duda.",5
0,Agradezco mucho. El pedido que hice para un regalo a mi mamá llegó muy rápido,5
0,Es un producto muy bueno que ya he comprado. Primera vez por Amazon y me sorprendió lo bien empacado que venía. Todos los merenguitos enteros.,5
0,"En general, estos merengues están ricos, su sabor es muy bueno sin llegar a empalagar, y la ventaja es la parte light, por ello son excelentes para bajarte el apetito o tener un snack sin algún tipo de de culpa.",5
0,"La verdad su sabor está muy bueno, si sabe al galleta y a cajeta, pero lo mejor es el aporte calórico que es bastante gentil, así que es buena opción para saciar la ansiedad por el azúcar.",5
0,Me inflama el panza y intestinos cuando come este producto. Creo que tiene niveles increíbles altos de endulzantes artificiales,2
0,Ricos y son una buena opción para la gente que está en una dieta limitada de carbohidratos o para personas diabéticas,5
0,"En lo personal me gustan mucho y el único pero que les pongo es que si quiero comer más de 3 PZAS del merengue se me infla mucho mi estómago y posteriormente me dan flatulencias. Por eso no disfruto mucho del producto, ojalá se pudiera mejorar en ese aspecto.",4
0,"Vienen perfectamente envueltos por lo que no llegan rotos, los sabores me encantan.",5
0,Están muy ricos pero se pagan mucho en las muelas y dientes,4
0,Me gustan mucho es el segundo que encargó,5
0,"Igual que todos los productos de esta marca , me encantan !! , el contenido es frágil y aún así llegó en perfecto estado.Gracias !!",5
0,"La marca Wellhouse ofrece muy buenos productos y toda vez que he comprado estas nueces, la entrega ha sido impecable y con producto en buen estado. Las nueces de Castilla gustan mucho en mi familia y este producto me ha ayudado a conseguirlas fácilmente. El único detalle, creo que por la naturaleza del producto, es que queda un poco de pedacera/cáscara la mayoría de las veces, pero para quienes gustamos de estas nueces no es realmente un problema, es muy pequeña merma. El sabor es suficientemente bueno para mí, aunque coincido que quizá hay otras marcas/productos con mejor sabor, no se a qué se deba. Lo que sí, evaluando la relación calidad/precio, creo que este producto es imbatible.",5
0,"28 Feb. 2020 - Compré Wellhouse Nuez de Castilla (Walnut en Inglés) frasco de 850 gramos.En primer lugar el precio es mejor (más barato) que cualquier otra tienda o ""club"".En segundo lugar el sabor de las nueces es fresca y deliciosa.Las nuez de Castilla, según la información correspondiente que he leido, tiene valor nutritiva superior de cualquier otra nuez.Las recomiendo ampliamente ☺",5
0,"La bolsa marca que tiene casi un año de caducidad pero las nueces además de estar despedazadas tienen un sabor a rancio, supongo que el empacado no lo realizan bien. Por este costo y que venga rancio. Producto no recomendable. No lo devuelvo porque no me da la opción. Fue una total decepción.",1
0,"El pedido llegó el 20 de mayo, fue pedido 18 de mayo. Pero llegó con caducidad del Mayo 01 20. Sé que la fecha no es completamente determinante y hay hay productos que puedes comer después de la fecha. Pero a nadie le gusta un producto vencido.",1
0,"Donde vivo no es facíl encontrar nuez de Castilla, y menos en ese tamaño. Tienen muy buen sabor y frescura. Le pongo 4 estrellas porque gran parte de las nueces vienen en trocitos, y lo que luce de esta nuez es su forma y tamaño.",4
0,"Les recomiendo tener cuidado de qué otros productos pedirán en el mismo envío, porque esta bolsa no está más protegida y se pueden moler las nueces. La fecha de caducidad venía para medio año después",5
0,"Muy decepcionante, están rancias mal sabor. No lo compren. Y ni como regresar el producto; está destapado. Caras y sin poder SOLICITAR el reembolso",1
0,"Mi doctora me puso en dieta cetogénica y estas son de las mejores nueces que puedes comer en este tipo de dieta, el precio es muy bueno y la calidad igual.",5
0,"La verdad el precio está muy barato, lo que no me gustó es que algunas sabían medio rancias pero fuero muy pocas, por lo demás, todo bien, no me quejo, fue una buena compra.",4
0,"Venían al parecer rancias,, con mucha morusa, como que tenían los animalitos que se les meten a los frutos secos, no se como se llaman, no traían animales aclaro, pero se notaba que tuvieron plata por que se ven los agujeros en las nueces, y se ven la basurera que dejan cómo aserrin.",3
0,"El sabor y textura que esperas con la gran ventaja de recibirlos hasta tu domicilio, simplemente ten en cuenta que si combinas este producto con algún otro que sea voluminoso, corres el riesgo de que la bolsa se dañe, aunque Amazon fácil y rápido rectifica este tipo de incidentes, lo comento con conocimiento de causa. Los recomiendo ampliamente.Tip: Si tu bolsa viene abierta, contacta a soporte, puede ser por teléfono, pero yo recomiendo que lo hagas por chat, vayan a la sección de; Ayuda/¿Necesitas más ayuda?/Contactanos, ahí en ""cuéntanos más"" elige la situación que más se parezca y después hasta abajo en la sección de ""O, habla con alguien"" elige el Chat, ahí solo cuenta el problema y te enviaran un reemplazo sin problema.",5
0,No me gusto que uno de los paquetes que pedí venía abierto. Lo reportaré,3
0,"No hay que agregar mucho, son muy conocidos, casi saben como el chicharrón que venden en las carnicerías (el frito totalmente en manteca), para el antojo son buenos, aunque deben revisar la caducidad, los que me llegaron caducan a finales de enero del 2021, así que recomiendo revisar esa fecha antes de consumirlos, muy buenos para botanear pico de gallo, guacamole, incluso para gisarlos en salsa si te da un antojo repentino de chicharrón en salsa, cuando los ponen entre 33 y 34 pesos es cuando los compro por este medio.",5
0,La bolsa venía explotada y los chicharrones ya tenían un mal sabor,1
0,"El embalaje es perfecto, pero por lógica natural si vas a ordenar botana que el pedido solo lleve botanas, si puedes cosas grandes como frascos y latas pues se te puede dañar el producto, así que es recomendable hacer pedidos de botanas chicharrones, semillas y eso juntos, porque son frágiles , para que te lleguen muy bien.",5
0,Son los chicharrones más ricos que hay en relación a otras marcas. Los pedí porque me dió flojera ir a la tienda y me llegaron al siguiente día junto con otras que pedí.,5
0,"De buen sabor, crujientes , se asemeja a comer cascarita de chicharrón, le doy 4 estrellas porque me tocaron un par de chicharroncitos muy duros.",4
0,Llegaron en buen estado. Cómo siempre excelente sabor.Espero que pronto vendan rufles o Doritos de esta presentación.,5
0,"El producto sabe bien, es decir, no llegó roto, dañado, agujereado. llegó con buena fecha de caducidad.",4
0,Pensé que era bolsa pequeña y no ... Es más grande de lo que imaginaba .. muy buena opción de compra...,5
0,"Llego en buen estado, muy ricas para una botana o ensaladas",5
0,"Muy bien , servicio al día siguiente, buen precio",5
0,"son las que les gustan a mis hijos, buen sabor",5
0,Me encantan las Crackets!!! Son mis galletas favoritas y esta caja que se abre y se vuelve dispensadora está muy práctica!,5
0,"Sabor conocido, llegó en buenas condiciones",5
0,"Son un poco más saladas que las Ritz, pero son más crujientes.",5
0,Es un producto muy rico,5
0,no se porque pero se me hicieron muy saladas comparadas con las del super,4
0,"Son sabrosas, el precio está bien y los paquetitos perfectos",5
0,Bien,5
0,"Me parecieron caras, por el precio esperaba mejor frescura y calidad, sin embargo son buenas para los postres, no está tan mal pero repito, por el precio esperaba mejor calidad de nueces.",4
0,"Tienen buen sabor. Bien empacados y conservando su forma. No están húmedas ni chiclosas, como a veces pasa con otras nueces empacadas o que llevan mucho tiempo en mostrador.",5
0,"No lo recomiendo, salen resecas, no tienen buen sabor, hay mejores opciones.",1
0,"A mejor precio que el supermercado la verdad, las nueces en perfecto estado, buen sabor y consistencia, sin duda seguiré comprandola por este medio",4
0,Excelente compra sobretodo por el precio. Las almendras normalmente suelen ser costosas por lo que este paquetito de 70 gramos me rinde y pago poco.,5
0,"La calidad de esta marca en sabor y consistencia es superior, la compro con frecuencia",5
0,"En cuanto a almendras naturales, es todo lo que uno espera en sabor y calidad.",5
0,"Es de mis productos favoritos de Verde Valle, como siempre gran calidad y recibí en perfectas condiciones.",5
0,El precio y la presentación es regular,5
0,"Son almendras naturales, ¡me encantaron!",5
0,"Buen sabor pero yo buscaba uno sin aceite y azúcar y este contiene ambos, así que no los volveré a comprar.",1
0,"Tienen azúcar añadida .... yo los quería naturales ,.. no son lo que buscaba ... pero pues aqui en la descripción o las fotos no dicen y los compre para ver ... en el reverso del empaque si hacen especificación del azúcar",2
0,"Tienen relativamente buen sabor, pero por su precio tan alto se esperaría mejor calidad, para el fin que las compré (un tipo de panqué y pan navideño), sirvieron bien, pero note que les hace falta sabor, la frescura es decente, la presentación es buena, si las necesito sólo por no salir a la calle durante el semáforo rojo por la pandemia, creo que las volveré a comprar por este medio; si fuesen un poco más baratas serían un producto excelente en lo referente a costo/beneficio.",4
0,"La verdad con tanta basura que nos han metido en nuestro sistema a través de la comida estos días, este producto sabe diferente y mucho mas natural que cualquier golosina chuntara en el mercado, me sorprendió porque no esperaba calidad, solo lo compre porque uno se cansa de comer pura azúcar en cualquier antojo.",5
0,"El precio fue correcto, igual que en el súper solo que en el súper no hay. Venían frescos lo cual me gusto mucho, y no son tan dulces como otras marcas, para los niños están geniales como botanitas",5
0,"Están muy buenos, solo que venían todos pegados unos con otros. No fue gran problema, se despegan fácilmente",5
0,"El sabor es bueno, no doy 5 estrellas porque supongo por el envío venían extremadamente pegados entre sí.",4
0,Super práctico empaque y el producto de calidad.. muy contenta con mi compra,5
0,Excelente relación calidad-precio y el sabor es lo que se esperaba.,5
0,"No se dejen sorprender no es libre de gluten, en la parte de atrás tiene una leyenda que dicen "" puede contener gluten ya que es procesado en una planta de trigo"" si eres Celíaco Cuidado. Tiene una falsa certificación.",1
0,"Vienen bien empacados, y el sabor es muy deliciosoSi nunca han probado dulces japoneses por miedo a que sepan raro no es asíEstos dulces son muy ricos",5
0,"No saben mal, pero la verdad saben mejor las de a peso de la tiendita, estás tienen sabor a mucho químico.",3
0,Wey estás gomitas están deliciosas!!!! Me encantó estos dos sabores y estoy dispuesta a probar más!,5
0,"A mi sobrina y a mi nos gustan mucho estos caramelos, sin duda los volveré a adquirir. Recomendables.",5
0,"Deliciosas, llegaron un día antes y en perfecto estado",5
0,Bastante sabrosa,5
0,Muy ricos,5
0,"No están mal, pero no las compraría de nuevo. Para probar una vez",4
0,Tienen muy buen sabor,5
0,"Las compre porque aparentemente eran mexicanas, pero en letras chiquitas dice ""Producto de China""... solo son envasadas en Mexico. Tengo serias dudas sobre la seguridad de los alimentos producidos en china (e.g. pesticidas y otros contaminantes) y no las habria comprado si hubiera sabido su origen antes. Es la unica vez que compro este producto. Parece que son crudas, para que lo tomen en cuenta.",2
0,"El producto en sí no es malo pero las pepitas son chinas, información que no se ve ya que aquí sólo hay una imagen. Creo que deberían de actualizar con una imagen de la parte de atrás del empaque. Como mencioné, el producto no es malo ya que no contienen aceite ni conservadores ni nada pero me causa un poco de dudas el que sea un producto de China.",2
0,"este producto lo compre como fuente de proteinas y la verdad no sé si es un producto que “no se mueve” ya que su consistencia era “suave” como “pasado” , no se sentía fresco ni crujiente. Definitivo NO lo compraré de nuevo ni lo recomiendo",2
0,"El precio es barato considerando la cantidad de producto, el sabor es bueno.Solo que el empaque en el frente menciona Sin Gluten y en la parte de atrás dice que fue envasado en un planta que procesa nueces, gluten, leche y soya",4
0,"Hace mucho que no comía semillas de calabaza tan deliciosas y de tan buena calidad, mi compra valió la pena.",5
0,"El empaque permite tenerlo cerrado muy hermético, excelente sabor para un producto sin sal, y por su calidad su costo lo vale.",5
0,"Hola! Utilizo las pepitas para preparar mi licuado de avena todas las mañanas, las semillas son frescas y también las consumo como una rica botana muy saludable. El empaque tiene sello siploc el cual mantiene frescas las pepitas.",4
0,"Tal vez no leí, pero pensé que estaban tostadas. Se ven frescas y tienen buen sabor neutral.",4
0,"Están súper ricas, saben muy bien a mi hijo le encantan y a mi también, son de lo mejor el empaque es práctico y las mantiene frescas y con gran sabor",5
0,"Excelente botana para quienes cuidan su salud, ya que no contiene sal. El paquete mantiene las pepitas frescas.",5
0,La caja llegó un poco rotaEl producto está bien 😀😄,4
0,Muy delicioso.. va a comprar de nuevo.,5
0,El chocolate llegó totalmente estropeado. Compré un montón de paquetes para dar a los maestros de mi hijo junto con una tarjeta de regalo en el día de agradecimiento de los maestros. Me quedé un par de extra y desafortunadamente los abrí unos días más tarde. Ahora estoy avergonzado de mostrar mi cara a los maestros. El vendedor debería estar avergonzado.,1
0,"Compré estos artículos porque un padre me había regalado esto durante Navidad y realmente lo disfruté. Compré esto para regalos de agradecimiento de fin de año. Se entregan como se muestra en la imagen. Completamente derretido, completamente distorsionado, y poco atractivo. Estoy completamente decepcionado. ¿Cómo su esta empresa no pensó en una manera adecuada de entregar estos artículos sin que se derritan?",1
0,"Uno sin abrir y otro sin funda de plástico y parece estar ligeramente abierto. ¿Por qué solo el paquete tiene una funda de plástico? El paquete ligeramente abierto no tiene funda de plástico en absoluto. No puedo dar estas golosinas a mis estudiantes si ya se ha abierto. Por favor, ayuda.",1
0,"He comprado chocolates Merci antes a lo largo de los años y he sido un cliente leal desde entonces. No puedo tener una sola. Estaba tan emocionado de recibir estos en el correo, pero cuando lo hice, estaba tan triste al ver que los chocolates parecían haberse derretido y vuelto a endurecer. La marca se había manchado y las barras tenían burbujas desasantes. Dicho esto, los problemas cosméticos generalmente no me molestan... lo que realmente me dio fue el sabor. Lo es. Era. - No, no. - Sí, claro. Era duro en algunas áreas, suave en otras... era muy raro. No es lo que esperaba. Era casi como si no estuviera correctamente templado... y, aunque yo culparía al calor de Texas como lo que los estropeó... He comido estos chocolates antes en Arizona, que es mucho más caliente en medio del verano, sin problemas. Inseguro de lo que pasó, pero tristemente decepcionado. Estaba tan ansioso por ellos.",1
0,"Estos chocolates son deliciosos, de alta calidad y muy asequibles en comparación con las otras alternativas de chocolate en caja. Llegaron frescos y bien conservados, sin daños por el proceso de envío, que es algo que muchos otros chocolates en caja tienen un problema con cuando los compras en Amazon. La calidad es realmente de primera categoría. Los sabores de chocolate negro son especialmente ricos y sabrosos.Sin embargo, esto no es lo que esperaba cuando busqué chocolates en caja. Estaba buscando un regalo para mi esposa que se vería al menos un poco elegante. Esta no es su típica caja de regalo de chocolates en la que cada trufa se encalza individualmente. La presentación y el embalaje son sosa y utilitaria. El paquete general parece compacto y pequeño, a pesar de que contiene un poco del producto. Todavía recomendaría esto como un regalo para un ser querido o un placer culpable para usted .Pero ten cuidado, si estás comprando esto para alguien que está acostumbrado a regalos más elegantes, es posible que se sientan un poco decepcionados cuando vean esto por primera vez.",5
0,Llegó abierto y cerrado de nuevo. Los chocolates en el interior son blancos con la edad.,1
0,Ordené estos 17 de diciembre 2017 de ISE Forest and Garden en Irlanda. Los recibí hoy 4 de enero. Llegó antes de lo esperado. Hay 6 cajas individuales que entraron. Perfectamente sellado ninguno fue dañado y todo encaja perfectamente en las cajas. Viene asegurado con papel de burbujas. Me encanta en la parte de atrás que te dice lo que es cada chocolate. Así que sabes lo que estás recibiendo y son tan buenos. A mi sobrina le encanta. Gracias ISE Forest and Garden por mi pedido. Mi sobrina y yo daríamos 10 mil millones de estrellas. Recomiendo encarecidamente esta compañía y estos chocolates.,5
0,Mi marido me regaló esto el último día de San Valentín y no puedo conseguir suficiente de estas deliciosas golosinas. Tengo dos más en orden ahora. ¡Todos los amantes del chocolate tienen que probar Merci!,5
0,"Muy buen complemento alimenticio para mejorar la digestion. Es un polvo blanco que se disuelve totalmente en el líquido, aún en agua se ve totalmente transparente.El sabor disuelto en agua es muy ligero y podría devir que sabe a algodón de azúcar y en otras bebidas solo las endulza un poco.Lo tomo en las mañanas en ayunas y me ayuda a sentirme más ligera o sin malestar si como mucho.",5
0,Conocí este producto hace 7 años por las alergias alimentarias múltiples de mi hijo y es una bendición encontrarlo de nuevo aquí en Amazon. Él consumió este producto durante un año seguido y fue fundamental para la superación de sus alergias. Actualmente lo tomamos toda la familia.,5
0,"Entrega excelente. Desconozco otros efectos, por lo que hace a problemas de estómago irritable la persona a quien se lo compré me ha comentado mejoras perceptibles.",5
0,Ideal para ser utilizado en conjunto con probioticos como el kefir de leche o bulgaros,5
0,Me ha caido mal me produce muchos gases y eso que solo utilizo media teaspoon tratare de usarla un dia si y uno no tal vez solo se cuestion de que mi estomago se acostumbre.,2
0,Excelente producto. Muy recomendable para aquellas personas que padecen de intestino irritable.,5
0,"El producto indica que ayudará a recuperar la flor intestinal y del estómago; realmente funciona, se requiere el uso constante para sentir la mejoría; pero en mí caso, realmente funcinó",5
0,Ayuda mucho a tener el estómago bastante regulado.Si padeces de intestino perezoso ayuda mucho. Se la echo al licuado matutino.,5
0,"Me he sentido muy bien al tomarla y no es desagradable el sabor viene en polvo como azúcar glas, no se disuelve fácil pero agitando bien se disuelve",5
0,"Se lo agrego a todos mis jugos y licuados, me ayuda bastante a mejorar el tránsito intestinal.",5
0,"Compre 4 y las tuve que tirar a la basura. Llegaron echasas a perder. 2 bolsas infladas con mal olor, y las otras con las ciruelas fermentadas. 160 pesos tirados a la basura. No aplica devolución",1
0,"He comprado varios artículos de la misma marca y sin duda tienen muy buena relación precio calidad. Sin embargo, la última bolsa de ciruelas que me llegó esta en estado de descomposición y con muy mal olor.",1
0,"Vienen enlamados y las bolsas infladas como si se hubieran echado a perder, el olor nada agradable y del sabor no se diga agrias.",1
0,"Están deliciosas, frescas y a buen precio. Las compré en amazon super y salieron aún más baratas.Buenísima compra.",5
0,el paquete se puede cerrar y volverse abrir fácilmente el producto en si es bueno pero el precio un poco elevado,5
0,"Buen producto! Excelente sabor! Muy buen precio! Lo recomiendo, es una excelente botana!!",5
0,Primera vez que los compro .. junto con los chabacanos y los dátiles... Compraré de nuevo,5
0,"Están ricas pero hay algunas que están como secas, un poco duritas.",4
0,"Sólo consumí un par, tenían demasiado aceite pero no sabían mal, a la semana que volví a abrir la bolsa ya tenía moho",1
0,SÓLO LAS TIENES QUE DEJAR ABIERTAS 10 MINUTOS ANTES DE CONSUMIRLAS,5
0,"El producto por si mismo es buenisimo, no me agrada que tenga que comprar una cantidad de paquetes del mismo producto para poder ordenarlo, cuando puedo comprar varios productos de la misma marca y cumplir con un monto minimo que sea beneficioso paar vendedor.",4
0,"A pensar de que el producto llego en buenas condiciones y el tiempo acordado, no se dejen llevar por la fotografia, pues honestamente pense que vendrían más baritas de canela y pues solo venían 3 claro deberá corresponder al gramaje pero yo me deje llevar por la imágen en que vendrían un par mas. Sin embargo, buena calidad y buen tiempo de entrega. Solo tengan presente que son 30grs. :)",4
0,"El producto es bueno, viene muy bien empaquetado, cada vara está empaquetada de forma individual y la calidad es excelente. Solo cuidado, no te vayas con la idea de la foto que se muestra, considera que solo son 30 g y cada varita pesa 10 g. Trae en promedio 3 varitas, te dejo una foto. Yo pedí 4 paquetes porque la relación calidad-cantidad-precio es buena.",4
0,"OJO, en la imagen publicada del empaque, cuentan con leyenda (izquierda inferior), en donde se dice que son NO OMG. En el empaque que llega ya no trae esa leyenda en ningún lado (adjunto imagen). Por mi parte, esa fue una, de dos razones (la segunda, costo), para comprar este producto. Deben cambiar esa imagen para no engañar.En cuanto a calidad del producto, igual que cualquier otra chía, ya que no se puede calificar sabor o alguna otra característica.",3
0,"Es buena opción para hace mole casero, algo caro pero no demasiado, lo único malo es que el empaque atrapa granos cuando se sella pero afortunadamente en los que me llegaron no alcanzó a dejar ninguna abertura, comparé de nuevo cuando necesite más.",4
0,En la foto se ven varias barras de canela. A mi me llego DOS. Estafa.,1
0,"El empaque llego bien sellado, con amplia fecha de caducidad, el sabor es muy bueno, el precio por debajo del que puedas comprar en el super.No te exige comprar mas de 1 articulo.A mi familia nos gusto el sabor, la textura, la variedad de granos, definitivamente lo volvería a comprar",5
0,La imagen te muestra muchas varitas de canela pero sólo trae 3. Es un poco engañoso,2
0,"tardó un día más, pero llegó y todo bien, excelente, reconozco que por la situación, no pasa nada, buena calidad del producto...…..RECOMENDADO compre 10 todavía más barato.",4
0,"Lo utilizo para hacer café ""de olla"", normalmente le tiro un par de trocitos a la jarra de la cafetera junto con una cucharita de piloncillo en polvo y queda muy rico, le da un aroma y un buen sabor al cafe normal de cafetera, y no necesitas usar mucho ya el olor y sabor son intensos.",5
0,"Delicioso sabor intenso! Creo que no son hechas en ningún lugar de Asia, pero la presentación es muy linda igual!",5
0,"Estos dulces (gomitas) son ricos, a mi sobrina la encantan, recomendables.",5
0,buenisimas! la vdd son un vicio.,5
0,"Los mangos están súper ricos, ya es difícil encontrar mangos deshidratados que no sean en realidad gomitas y estos cumplen.Lo malo es que tardaron 16 días en llegar, 16!Ya hasta se me había quitado el antojo.",5
0,"No me gusto ni el producto ni el servicio del vendedor. Ordene 2 piezas. Me llego una solamente, y no supe mas del vendedor. nada de servicio al cliente. muy decepcionado",2
0,"Suavecitos y muy sabrosos. No pica, tiene el sabor del chilito pero sin enchilarte. Si los volvería a comprar.",5
0,"Recomendado.Excelente producto, buen sabor y sobre todo fresco. Gran producto 👍",5
0,"No tú típico mango enchilado, a mi me tomo un tiempo a acostumbrarme al sabor pero después no los podía dejar! Son adictivos y muy ricos! No son picosos, son con Miguelito. Lo malo es que son poquitos.",5
0,Los mangos llegaron a tiempo y de muy buena calidad. Muy ricos.,5
0,Tal vez un poco elevado el precio. Pero rico de sabor. Me duraron 2 días,4
0,Muy rico,5
0,"Deliciosos, la marca habla por si sola",5
0,"Ahora todas las coca-colas originales tienen menos azúcar, tristemente el sabor de siempre se perdió. Muchos no notan la diferencia, pero para mí el sabor a dieta está muy presente en la nueva bebida.",1
0,"Buenas nochesTengo una preguntaPorque en este pedido me cobraron más dinero que en el anterior?? Si lo tengo en planea y ahorraLa vez pasada pagué )172.00 pesos y ahora me cobraron $200.00 pesos , espero y me puedan contestar esta pregunta , y si va hacer así cada mes pues es mentira lo que dicen?..",2
0,"Es la segunda vez que compro coca cola y es la 2da vez que llegan mal, hace 6 meses sabian a jabon y ahora llegan golpeadas e infladas y para colmo no senpueden devolver!!! no las he abierto ni probado...",1
0,"Las latas, llegan deformes y muy maltratadas, inclusive algunas vacias, no se maneja como fragil y al parecer en la mensajeria las tratan muy mal.",1
